Site Name ,INDOOR
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,6379


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,03/04/2018 , 09:45:00,0,0
2,03/04/2018 , 10:00:00,0,0
3,03/04/2018 , 10:15:00,89,89
4,03/04/2018 , 10:30:00,0,0
5,03/04/2018 , 10:45:00,0,0
6,03/04/2018 , 11:00:00,0,0
7,03/04/2018 , 11:15:00,0,0
8,03/04/2018 , 11:30:00,0,0
9,03/04/2018 , 11:45:00,0,0
10,03/04/2018 , 12:00:00,0,0
11,03/04/2018 , 12:15:00,0,0
12,03/04/2018 , 12:30:00,0,0
13,03/04/2018 , 12:45:00,0,0
14,03/04/2018 , 13:00:00,0,0
15,03/04/2018 , 13:15:00,0,0
16,03/04/2018 , 13:30:00,0,0
17,03/04/2018 , 13:45:00,0,0
18,03/04/2018 , 14:00:00,0,0
19,03/04/2018 , 14:15:00,0,0
20,03/04/2018 , 14:30:00,0,0
21,03/04/2018 , 14:45:00,0,0
22,03/04/2018 , 15:00:00,0,0
23,03/04/2018 , 15:15:00,0,0
24,03/04/2018 , 15:30:00,0,0
25,03/04/2018 , 15:45:00,0,0
26,03/04/2018 , 16:00:00,0,0
27,03/04/2018 , 16:15:00,0,0
28,03/04/2018 , 16:30:00,0,0
29,03/04/2018 , 16:45:00,0,0
30,03/04/2018 , 17:00:00,0,0
31,03/04/2018 , 17:15:00,0,0
32,03/04/2018 , 17:30:00,0,0
33,03/04/2018 , 17:45:00,0,0
34,03/04/2018 , 18:00:00,0,0
35,03/04/2018 , 18:15:00,0,0
36,03/04/2018 , 18:30:00,0,0
37,03/04/2018 , 18:45:00,0,0
38,03/04/2018 , 19:00:00,0,0
39,03/04/2018 , 19:15:00,0,0
40,03/04/2018 , 19:30:00,0,0
41,03/04/2018 , 19:45:00,0,0
42,03/04/2018 , 20:00:00,0,0
43,03/04/2018 , 20:15:00,0,0
44,03/04/2018 , 20:30:00,0,0
45,03/04/2018 , 20:45:00,0,0
46,03/04/2018 , 21:00:00,0,0
47,03/04/2018 , 21:15:00,0,0
48,03/04/2018 , 21:30:00,0,0
49,03/04/2018 , 21:45:00,0,0
50,03/04/2018 , 22:00:00,0,0
51,03/04/2018 , 22:15:00,0,0
52,03/04/2018 , 22:30:00,0,0
53,03/04/2018 , 22:45:00,0,0
54,03/04/2018 , 23:00:00,0,0
55,03/04/2018 , 23:15:00,90,90
56,03/04/2018 , 23:30:00,0,0
57,03/04/2018 , 23:45:00,0,0
58,03/04/2018 , 24:00:00,0,0
59,04/04/2018 , 00:15:00,1016,1016
60,04/04/2018 , 00:30:00,245,245
61,04/04/2018 , 00:45:00,4,4
62,04/04/2018 , 01:00:00,335,335
63,04/04/2018 , 01:15:00,1606,1606
64,04/04/2018 , 01:30:00,4041,4041
65,04/04/2018 , 01:45:00,938,938
66,04/04/2018 , 02:00:00,7562,7562
67,04/04/2018 , 02:15:00,1908,1908
68,04/04/2018 , 02:30:00,1507,1507
69,04/04/2018 , 02:45:00,5520,5520
70,04/04/2018 , 03:00:00,4137,4137
71,04/04/2018 , 03:15:00,5072,5072
72,04/04/2018 , 03:30:00,5559,5559
73,04/04/2018 , 03:45:00,4486,4486
74,04/04/2018 , 04:00:00,3628,3628
75,04/04/2018 , 04:15:00,8268,8268
76,04/04/2018 , 04:30:00,12746,12746
77,04/04/2018 , 04:45:00,7375,7375
78,04/04/2018 , 05:00:00,8552,8552
79,04/04/2018 , 05:15:00,8409,8409
80,04/04/2018 , 05:30:00,10185,10185
81,04/04/2018 , 05:45:00,5183,5183
82,04/04/2018 , 06:00:00,5936,5936
83,04/04/2018 , 06:15:00,4112,4112
84,04/04/2018 , 06:30:00,4688,4688
85,04/04/2018 , 06:45:00,3590,3590
86,04/04/2018 , 07:00:00,1367,1367
87,04/04/2018 , 07:15:00,146,146
88,04/04/2018 , 07:30:00,0,0
89,04/04/2018 , 07:45:00,0,0
90,04/04/2018 , 08:00:00,0,0
91,04/04/2018 , 08:15:00,0,0
92,04/04/2018 , 08:30:00,0,0
93,04/04/2018 , 08:45:00,0,0
94,04/04/2018 , 09:00:00,0,0
95,04/04/2018 , 09:15:00,0,0
96,04/04/2018 , 09:30:00,0,0
97,04/04/2018 , 09:45:00,0,0
98,04/04/2018 , 10:00:00,0,0
99,04/04/2018 , 10:15:00,0,0
100,04/04/2018 , 10:30:00,0,0
101,04/04/2018 , 10:45:00,0,0
102,04/04/2018 , 11:00:00,0,0
103,04/04/2018 , 11:15:00,0,0
104,04/04/2018 , 11:30:00,0,0
105,04/04/2018 , 11:45:00,0,0
106,04/04/2018 , 12:00:00,0,0
107,04/04/2018 , 12:15:00,0,0
108,04/04/2018 , 12:30:00,0,0
109,04/04/2018 , 12:45:00,0,0
110,04/04/2018 , 13:00:00,0,0
