frag.id,days,time.point,notes,light.level,genotype,big.tank,tank,Dry.Weigh.g,propD,dom,mix,mortality
155,60,T2,NA,Low Shade,860,17,14,3.823836746045889,0,C,C,0
155,1,T0,NA,Low Shade,860,17,14,3.502424769205733,0,C,C,5
155,31,T1,,Low Shade,860,17,14,3.6015998044528157,NA,C,NA,0
156,60,T2,NA,Natural,860,16,9,6.452763128527326,NA,C,NA,25
156,31,T1,,Natural,860,16,9,6.376206823306744,NA,C,NA,10
156,1,T0,NA,Natural,860,16,9,4.238498242422655,0,C,C,10
157,1,T0,NA,High Shade,860,13,3,3.4660272726420502,0,C,C,5
157,60,T2,NA,High Shade,860,13,3,3.496336227061617,0,C,C,50
157,31,T1,,High Shade,860,13,3,3.458041714277205,NA,C,NA,15
158,0,T0,NA,High Shade,890,16,12,2.3376170290208806,0,C,C,0
158,31,T1,,High Shade,890,16,12,2.3458421591818843,NA,C,NA,0
158,60,T2,NA,High Shade,890,16,12,2.343717109301075,0,C,C,0
159,0,T0,NA,Medium Shade,890,13,4,3.8582852989732577,0,C,C,0
159,60,T2,NA,Medium Shade,890,13,4,3.9331312647401067,0,C,C,0
159,31,T1,,Medium Shade,890,13,4,3.92314993492582,NA,C,NA,0
160,31,T1,,Low Shade,890,14,6,3.4236963254024086,NA,C,NA,0
160,0,T0,NA,Low Shade,890,14,6,3.3305951046895848,0,C,C,0
160,60,T2,NA,Low Shade,890,14,6,3.5428502917280373,0,C,C,0
161,60,T2,NA,Natural,890,17,13,3.160690318073305,NA,C,NA,0
161,31,T1,,Natural,890,17,13,2.936271119323215,NA,C,NA,0
161,0,T0,NA,Natural,890,17,13,2.778541494551593,0,C,C,0
186,60,T2,NA,Natural,881,14,5,1.7876009507917066,0,C,C,0
186,31,T1,,Natural,881,14,5,1.7148728512540148,NA,C,NA,0
186,0,T0,NA,Natural,881,14,5,1.6945880961186697,0,C,C,0
187,0,T0,NA,High Shade,881,16,12,7.215131419662143,0.18546578123436896,C,CD,0
187,31,T1,,High Shade,881,16,12,7.211457288267629,NA,C,NA,10
187,60,T2,NA,High Shade,881,16,12,7.223261897905604,0.01168812401073104,C,CD,10
191,60,T2,NA,Natural,872,16,9,5.963400452946508,0.0010612022680887,C,CD,0
191,31,T1,,Natural,872,16,9,5.431814300958511,NA,C,NA,0
191,1,T0,NA,Natural,872,16,9,5.233433583226866,0.00543298591476804,C,CD,0
192,1,T0,NA,Medium Shade,872,17,15,4.606554868688344,0.01852660036899067,C,CD,0
192,31,T1,,Medium Shade,872,17,15,4.643086503743584,NA,C,NA,0
192,60,T2,NA,Medium Shade,872,17,15,4.667074325238639,NA,C,NA,0
195,60,T2,NA,Low Shade,858,13,2,3.237541749566005,0,C,C,0
195,31,T1,,Low Shade,858,13,2,3.1931041115197725,NA,C,NA,0
196,60,T2,NA,Medium Shade,858,16,11,3.0393341063448296,0,C,C,NA
196,31,T1,,Medium Shade,858,16,11,3.057679796538285,NA,C,NA,NA
196,1,T0,NA,Medium Shade,858,16,11,3.0474446985462884,0,C,C,NA
198,31,T1,,Natural,905,13,1,2.663271731512167,NA,C,NA,0
198,60,T2,NA,Natural,905,13,1,2.80074472129899,0,C,C,0
198,0,T0,NA,Natural,905,13,1,2.545907061251547,0,C,C,0
199,60,T2,NA,Low Shade,905,16,10,2.076776946896463,0,C,C,0
199,0,T0,NA,Low Shade,905,16,10,2.056535541732828,0,C,C,0
199,31,T1,,Low Shade,905,16,10,2.0627169229622915,NA,C,NA,0
200,60,T2,NA,Medium Shade,905,17,15,4.523498131873137,0,C,C,0
200,31,T1,,Medium Shade,905,17,15,4.505561990339022,NA,C,NA,0
200,0,T0,NA,Medium Shade,905,17,15,4.501295639569395,0,C,C,0
201,0,T0,NA,High Shade,905,14,7,3.346641587180078,0,C,C,0
201,60,T2,NA,High Shade,905,14,7,3.3224618922881533,NA,C,NA,100
201,31,T1,,High Shade,905,14,7,3.346772375080683,NA,C,NA,NA
202,60,T2,NA,Natural,895,16,9,3.631830271802449,0,C,C,0
202,31,T1,,Natural,895,16,9,3.439877848210502,NA,C,NA,0
202,0,T0,NA,Natural,895,16,9,3.336600839862674,0,C,C,0
203,0,T0,NA,Low Shade,895,13,2,5.433484234248148,0,C,C,0
203,60,T2,NA,Low Shade,895,13,2,7.556968540059023,0,C,C,0
203,31,T1,,Low Shade,895,13,2,7.506539858418097,NA,C,NA,0
204,0,T0,NA,Medium Shade,895,14,8,4.4853063836407046,0,C,C,0
204,31,T1,,Medium Shade,895,14,8,4.499553314018073,NA,C,NA,0
204,60,T2,NA,Medium Shade,895,14,8,4.509463547543121,0,C,C,0
205,0,T0,NA,High Shade,895,17,16,5.775344516841548,0,C,C,0
205,60,T2,NA,High Shade,895,17,16,5.702447527656794,NA,C,NA,15
205,31,T1,,High Shade,895,17,16,5.696695874105101,NA,C,NA,0
206,0,T0,NA,Natural,856,16,9,4.034310691467967,0,C,C,5
206,60,T2,NA,Natural,856,16,9,4.248592683443076,NA,C,NA,20
206,31,T1,,Natural,856,16,9,4.089015045282949,NA,C,NA,15
208,0,T0,NA,Low Shade,856,14,6,13.136336880493905,0,C,C,10
208,31,T1,,Low Shade,856,14,6,13.179109694177294,NA,C,NA,20
208,60,T2,NA,Low Shade,856,14,6,13.182565618627013,NA,C,NA,80
210,0,T0,NA,Natural,879,14,5,3.0473631144039874,0,C,C,0
210,60,T2,NA,Natural,879,14,5,3.312320286734621,0,C,C,0
210,31,T1,,Natural,879,14,5,3.1527020574186584,NA,C,NA,0
212,60,T2,NA,Medium Shade,879,13,4,3.8724662809314565,0,C,C,0
212,31,T1,,Medium Shade,879,13,4,3.8462959319419037,NA,C,NA,0
212,0,T0,NA,Medium Shade,879,13,4,3.8299304460514683,0,C,C,0
213,0,T0,NA,High Shade,879,16,12,2.402303686605829,0,C,C,0
213,60,T2,NA,High Shade,879,16,12,2.376020490400798,NA,C,NA,55
213,31,T1,,High Shade,879,16,12,2.3478396831733086,NA,C,NA,50
218,31,T1,,High Shade,888,13,3,3.8584576916816906,NA,C,NA,0
218,60,T2,NA,High Shade,888,13,3,3.8704363649086715,0,C,C,0
218,0,T0,NA,High Shade,888,13,3,3.854252119915207,0,C,C,0
219,31,T1,,Medium Shade,888,17,15,4.788676298529085,NA,C,NA,0
219,60,T2,NA,Medium Shade,888,17,15,4.85513679358741,NA,C,NA,0
219,0,T0,NA,Medium Shade,888,17,15,4.734074656118642,0,C,C,0
220,31,T1,,Low Shade,888,16,10,4.8392919555459875,NA,C,NA,0
220,0,T0,NA,Low Shade,888,16,10,4.784377427935936,0,C,C,0
220,60,T2,NA,Low Shade,888,16,10,4.869402607899353,NA,C,NA,0
221,31,T1,,Natural,888,14,5,4.343816686438786,NA,C,NA,NA
221,60,T2,NA,Natural,888,14,5,4.452827460493542,NA,C,NA,0
221,0,T0,NA,Natural,888,14,5,4.29322057394782,NA,C,NA,0
222,60,T2,NA,Natural,903,17,13,6.988702193875523,0,C,C,0
222,0,T0,NA,Natural,903,17,13,6.580111212828176,0,C,C,0
222,31,T1,,Natural,903,17,13,6.697622253014318,NA,C,NA,0
223,0,T0,NA,Low Shade,903,14,6,3.959537043018514,0,C,C,0
223,60,T2,NA,Low Shade,903,14,6,4.0120008442027695,0,C,C,0
223,31,T1,,Low Shade,903,14,6,3.9980320891090595,NA,C,NA,0
224,31,T1,,Medium Shade,903,13,4,5.799777322394278,NA,C,NA,0
224,60,T2,NA,Medium Shade,903,13,4,5.825885387330329,NA,C,NA,0
224,0,T0,NA,Medium Shade,903,13,4,5.775344238545449,0,C,C,0
225,60,T2,NA,High Shade,903,16,12,2.483248333243647,NA,C,NA,0
225,31,T1,,High Shade,903,16,12,2.4570747076781405,NA,C,NA,0
225,0,T0,NA,High Shade,903,16,12,2.4469111006028013,NA,C,NA,0
229,0,T0,NA,High Shade,902,14,7,3.5429524419646237,NA,C,NA,0
229,31,T1,,High Shade,902,14,7,3.5409018986355183,NA,C,NA,NA
229,60,T2,NA,High Shade,902,14,7,3.5408612159457293,0,C,C,0
230,31,T1,,Natural,891,13,1,2.3821823654314316,NA,C,NA,0
230,0,T0,NA,Natural,891,13,1,2.2588039956590604,NA,C,NA,0
230,60,T2,NA,Natural,891,13,1,2.63290130650802,0,C,C,0
232,60,T2,NA,High Shade,891,14,7,5.120179221534004,0,C,C,0
232,31,T1,,High Shade,891,14,7,5.126317897168598,NA,C,NA,NA
232,0,T0,NA,High Shade,891,14,7,5.099991253069279,NA,C,NA,0
233,31,T1,,Medium Shade,891,17,15,4.2163679524425435,NA,C,NA,0
233,60,T2,NA,Medium Shade,891,17,15,4.228271257180851,0,C,C,0
233,0,T0,NA,Medium Shade,891,17,15,4.17990292762951,NA,C,NA,0
234,0,T0,NA,High Shade,855,17,16,12.90541772599696,0,C,C,5
234,60,T2,NA,High Shade,855,17,16,12.962236496521536,0,C,C,15
234,31,T1,,High Shade,855,17,16,12.948667325029259,NA,C,NA,5
235,0,T0,NA,Medium Shade,855,16,11,2.948331674884933,0,C,C,NA
235,31,T1,,Medium Shade,855,16,11,2.9525192936426263,NA,C,NA,NA
235,60,T2,NA,Medium Shade,855,16,11,2.9685574338744463,0,C,C,NA
236,60,T2,NA,Low Shade,855,13,2,5.5529585547614575,0,C,C,10
236,0,T0,NA,Low Shade,855,13,2,5.4194863686966395,NA,C,NA,5
236,31,T1,,Low Shade,855,13,2,5.466089039924507,NA,C,NA,0
237,60,T2,NA,Natural,855,14,5,10.855014839010376,0,C,C,0
237,31,T1,,Natural,855,14,5,10.09106697870148,NA,C,NA,NA
237,0,T0,NA,Natural,855,14,5,9.757213520696732,0,C,C,5
238,60,T2,NA,Natural,892,13,1,6.252628426262265,0,C,C,0
238,0,T0,NA,Natural,892,13,1,5.28800143464224,NA,C,NA,0
238,31,T1,,Natural,892,13,1,5.690540592269677,NA,C,NA,0
240,0,T0,NA,Low Shade,892,16,10,3.7207798896638042,NA,C,NA,0
240,31,T1,,Low Shade,892,16,10,3.7654709703025313,NA,C,NA,0
240,60,T2,NA,Low Shade,892,16,10,3.803718817323538,0,C,C,0
241,0,T0,NA,Medium Shade,892,14,8,5.110047723148509,0,C,C,0
241,31,T1,,Medium Shade,892,14,8,5.130514632853632,NA,C,NA,0
241,60,T2,NA,Medium Shade,892,14,8,5.142405197796993,0,C,C,0
242,31,T1,,Natural,885,14,5,2.34987195205481,NA,C,NA,5
242,1,T0,NA,Natural,885,14,5,2.212282282202613,0,C,C,0
242,60,T2,NA,Natural,885,14,5,2.539847723543836,0,C,C,5
243,31,T1,,Low Shade,885,17,14,2.5965444614576443,NA,C,NA,0
243,1,T0,NA,Low Shade,885,17,14,2.436733109246276,0,C,C,0
243,60,T2,NA,Low Shade,885,17,14,2.8188422723659725,0,C,C,0
244,1,T0,NA,Medium Shade,885,16,11,3.7410618194972978,0,C,C,0
244,60,T2,NA,Medium Shade,885,16,11,3.7956305583223866,0,C,C,0
244,31,T1,,Medium Shade,885,16,11,3.793783238686077,NA,C,NA,0
245,60,T2,NA,High Shade,885,13,3,5.336511517069026,0,C,C,0
245,0,T0,NA,High Shade,885,13,3,5.298063825009512,0,C,C,0
245,31,T1,,High Shade,885,13,3,5.324598543807689,NA,C,NA,NA
247,0,T0,NA,Natural,882,17,13,4.111016327631564,0,C,C,0
247,60,T2,NA,Natural,882,17,13,4.29110418516489,0,C,C,0
247,31,T1,,Natural,882,17,13,4.171849062853642,NA,C,NA,0
248,31,T1,,Low Shade,882,14,6,6.481373115012087,NA,C,NA,0
248,60,T2,NA,Low Shade,882,14,6,6.495236802640304,NA,C,NA,0
248,0,T0,NA,Low Shade,882,14,6,6.440597483344366,0,C,C,0
249,0,T0,NA,Medium Shade,882,13,4,2.6268670442876685,0,C,C,0
249,31,T1,,Medium Shade,882,13,4,2.659252187902043,NA,C,NA,0
249,60,T2,NA,Medium Shade,882,13,4,2.6510681920896353,0,C,C,10
251,0,T0,NA,Natural,865,13,1,3.908852632629859,0,C,C,0
251,31,T1,,Natural,865,13,1,4.167808327548184,NA,C,NA,0
251,60,T2,NA,Natural,865,13,1,4.5843166025343285,0,C,C,0
253,60,T2,NA,Medium Shade,865,16,11,3.1202214671099817,NA,C,NA,0
253,31,T1,,Medium Shade,865,16,11,3.1102552033805924,NA,C,NA,0
253,0,T0,NA,Medium Shade,865,16,11,3.0817824021041007,0,C,C,0
254,60,T2,NA,High Shade,865,14,7,4.20615717647942,NA,C,NA,100
254,31,T1,,High Shade,865,14,7,4.226438232423334,NA,C,NA,NA
254,0,T0,NA,High Shade,865,14,7,4.2285104467466486,0,C,C,5
256,1,T0,NA,Natural,901,16,9,2.9847567186823634,0,C,C,0
256,60,T2,NA,Natural,901,16,9,3.686428079479557,0,C,C,0
256,31,T1,,Natural,901,16,9,3.1992287276747065,NA,C,NA,0
257,1,T0,NA,Low Shade,901,13,2,5.724829337803754,0,C,C,0
257,60,T2,NA,Low Shade,901,13,2,6.276916544977712,0,C,C,0
257,31,T1,,Low Shade,901,13,2,5.9231201216311815,NA,C,NA,0
258,1,T0,NA,Medium Shade,901,14,8,5.2657896743039725,0,C,C,0
258,31,T1,,Medium Shade,901,14,8,5.326675677357563,NA,C,NA,NA
258,60,T2,NA,Medium Shade,901,14,8,5.374961143658807,0,C,C,0
259,60,T2,NA,High Shade,901,17,16,5.908700856242951,0,C,C,0
259,31,T1,,High Shade,901,17,16,5.884756922333968,NA,C,NA,0
259,1,T0,NA,High Shade,901,17,16,5.775381666911906,0,C,C,5
260,60,T2,NA,Natural,887,17,13,4.161673386823816,0,C,C,0
260,31,T1,,Natural,887,17,13,3.856389197749231,NA,C,NA,0
260,1,T0,NA,Natural,887,17,13,3.656126522609655,NA,C,NA,0
261,1,T0,NA,Low Shade,887,14,6,8.145367290513974,0,C,C,0
261,60,T2,NA,Low Shade,887,14,6,8.371822934077034,0,C,C,0
261,31,T1,,Low Shade,887,14,6,8.309492163548104,NA,C,NA,0
262,1,T0,NA,Medium Shade,887,13,4,3.229438091728404,0,C,C,0
262,60,T2,NA,Medium Shade,887,13,4,3.247612689167313,NA,C,NA,0
262,31,T1,,Medium Shade,887,13,4,3.2477229053150385,NA,C,NA,0
263,31,T1,,High Shade,887,16,12,2.556155966251276,NA,C,NA,0
263,0,T0,NA,High Shade,887,16,12,2.5499582136614847,0,C,C,0
263,60,T2,NA,High Shade,887,16,12,2.5621139588002078,0,C,C,0
265,31,T1,,High Shade,894,17,16,1.5490459056578072,NA,C,NA,0
265,1,T0,NA,High Shade,894,17,16,1.5409031189408635,NA,C,NA,5
265,60,T2,NA,High Shade,894,17,16,1.5732274455008248,NA,C,NA,90
268,1,T0,NA,High Shade,883,13,3,4.072700030233122,0,C,C,0
268,60,T2,NA,High Shade,883,13,3,4.117147346549135,NA,C,NA,0
268,31,T1,,High Shade,883,13,3,4.101102215548311,NA,C,NA,0
269,31,T1,,Natural,883,16,9,3.6825349370203226,NA,C,NA,0
269,1,T0,NA,Natural,883,16,9,3.5428830682828556,0,C,C,0
269,60,T2,NA,Natural,883,16,9,3.860334064420765,0,C,C,0
270,31,T1,,Low Shade,883,17,14,3.2800616612986313,NA,C,NA,0
270,1,T0,NA,Low Shade,883,17,14,3.239555365145287,0,C,C,0
270,60,T2,NA,Low Shade,883,17,14,3.3385263089163293,0,C,C,0
271,31,T1,,Medium Shade,883,14,8,5.504635326072831,NA,C,NA,NA
271,1,T0,NA,Medium Shade,883,14,8,5.468014340491739,0,C,C,0
271,60,T2,NA,Medium Shade,883,14,8,5.528648480530468,0,C,C,0
272,0,T0,NA,Medium Shade,869,14,8,3.7997980074885898,0,C,C,0
272,60,T2,NA,Medium Shade,869,14,8,3.840122018863083,0,C,C,30
272,31,T1,,Medium Shade,869,14,8,3.8099704973471398,NA,C,NA,NA
273,1,T0,NA,High Shade,869,17,16,6.2040766041783595,0,C,C,5
273,60,T2,NA,High Shade,869,17,16,6.199902549458025,NA,C,NA,20
273,31,T1,,High Shade,869,17,16,6.2204439212612925,NA,C,NA,0
274,60,T2,NA,Natural,869,16,9,8.525495220686869,0,C,C,0
274,1,T0,NA,Natural,869,16,9,7.827897773919921,0,C,C,0
274,31,T1,,Natural,869,16,9,8.101191715940988,NA,C,NA,0
275,0,T0,NA,Low Shade,869,13,2,3.7410357730543424,0,C,C,5
275,31,T1,,Low Shade,869,13,2,3.7937117250835297,NA,C,NA,5
275,60,T2,NA,Low Shade,869,13,2,3.864430178348693,0,C,C,5
276,31,T1,95% dead,High Shade,900,13,3,2.212344030308732,NA,C,NA,NA
276,0,T0,NA,High Shade,900,13,3,2.210201076414857,NA,C,NA,NA
277,31,T1,,Medium Shade,900,16,11,1.2558315342698823,NA,C,NA,5
277,0,T0,NA,Medium Shade,900,16,11,1.241592391857787,NA,C,NA,5
277,60,T2,NA,Medium Shade,900,16,11,1.263861670707524,0,C,C,5
278,0,T0,NA,Low Shade,900,14,6,1.7997714481066145,0,C,C,0
278,31,T1,,Low Shade,900,14,6,1.8321748415615717,NA,C,NA,0
278,60,T2,NA,Low Shade,900,14,6,1.8745590880119973,0,C,C,0
279,60,T2,NA,Natural,900,17,13,3.5509691905765557,NA,C,NA,0
279,0,T0,NA,Natural,900,17,13,2.938283084154012,0,C,C,0
279,31,T1,,Natural,900,17,13,3.106138716791346,NA,C,NA,0
280,31,T1,,Natural,853,13,1,4.052546114897768,NA,C,NA,0
280,0,T0,NA,Natural,853,13,1,3.8563723883022742,NA,C,NA,0
280,60,T2,NA,Natural,853,13,1,4.947900169961512,0,C,C,0
283,1,T0,NA,High Shade,858,16,12,1.846263673301269,0,C,C,0
283,31,T1,,High Shade,858,16,12,1.844323009862945,NA,C,NA,0
283,60,T2,NA,High Shade,858,16,12,1.854347448473895,0,C,C,0
288,60,T2,NA,Medium Shade,853,17,15,6.177608901030108,0,C,C,0
288,31,T1,,Medium Shade,853,17,15,6.163794627565933,NA,C,NA,0
288,0,T0,NA,Medium Shade,853,17,15,6.155493193532304,0,C,C,0
134,0,T0,NA,Natural,878,16,9,NA,NA,D,NA,NA
135,0,T0,NA,Low Shade,878,13,9,NA,NA,D,NA,NA
137,0,T0,NA,High Shade,878,17,26,NA,NA,D,NA,NA
195,0,T0,NA,Low Shade,858,13,2,NA,NA,C,NA,0
