Site Name ,PAR7277
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,7277


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,22/10/2017 , 14:15:00,57,57
2,22/10/2017 , 14:30:00,62,62
3,22/10/2017 , 14:45:00,68,68
4,22/10/2017 , 15:00:00,3751,3751
5,22/10/2017 , 15:15:00,3830,3830
6,22/10/2017 , 15:30:00,2537,2537
7,22/10/2017 , 15:45:00,2570,2570
8,22/10/2017 , 16:00:00,2789,2789
9,22/10/2017 , 16:15:00,2413,2413
10,22/10/2017 , 16:30:00,902,902
11,22/10/2017 , 16:45:00,770,770
12,22/10/2017 , 17:00:00,736,736
13,22/10/2017 , 17:15:00,554,554
14,22/10/2017 , 17:30:00,273,273
15,22/10/2017 , 17:45:00,128,128
16,22/10/2017 , 18:00:00,59,59
17,22/10/2017 , 18:15:00,12,12
18,22/10/2017 , 18:30:00,0,0
19,22/10/2017 , 18:45:00,0,0
20,22/10/2017 , 19:00:00,0,0
21,22/10/2017 , 19:15:00,0,0
22,22/10/2017 , 19:30:00,0,0
23,22/10/2017 , 19:45:00,0,0
24,22/10/2017 , 20:00:00,0,0
25,22/10/2017 , 20:15:00,0,0
26,22/10/2017 , 20:30:00,0,0
27,22/10/2017 , 20:45:00,0,0
28,22/10/2017 , 21:00:00,0,0
29,22/10/2017 , 21:15:00,0,0
30,22/10/2017 , 21:30:00,0,0
31,22/10/2017 , 21:45:00,0,0
32,22/10/2017 , 22:00:00,0,0
33,22/10/2017 , 22:15:00,0,0
34,22/10/2017 , 22:30:00,0,0
35,22/10/2017 , 22:45:00,0,0
36,22/10/2017 , 23:00:00,0,0
37,22/10/2017 , 23:15:00,0,0
38,22/10/2017 , 23:30:00,0,0
39,22/10/2017 , 23:45:00,0,0
40,22/10/2017 , 24:00:00,0,0
41,23/10/2017 , 00:15:00,0,0
42,23/10/2017 , 00:30:00,0,0
43,23/10/2017 , 00:45:00,0,0
44,23/10/2017 , 01:00:00,0,0
45,23/10/2017 , 01:15:00,0,0
46,23/10/2017 , 01:30:00,0,0
47,23/10/2017 , 01:45:00,0,0
48,23/10/2017 , 02:00:00,0,0
49,23/10/2017 , 02:15:00,0,0
50,23/10/2017 , 02:30:00,0,0
51,23/10/2017 , 02:45:00,0,0
52,23/10/2017 , 03:00:00,0,0
53,23/10/2017 , 03:15:00,0,0
54,23/10/2017 , 03:30:00,0,0
55,23/10/2017 , 03:45:00,0,0
56,23/10/2017 , 04:00:00,0,0
57,23/10/2017 , 04:15:00,0,0
58,23/10/2017 , 04:30:00,0,0
59,23/10/2017 , 04:45:00,0,0
60,23/10/2017 , 05:00:00,0,0
61,23/10/2017 , 05:15:00,0,0
62,23/10/2017 , 05:30:00,0,0
63,23/10/2017 , 05:45:00,0,0
64,23/10/2017 , 06:00:00,0,0
65,23/10/2017 , 06:15:00,0,0
66,23/10/2017 , 06:30:00,9,9
67,23/10/2017 , 06:45:00,51,51
68,23/10/2017 , 07:00:00,122,122
69,23/10/2017 , 07:15:00,300,300
70,23/10/2017 , 07:30:00,549,549
71,23/10/2017 , 07:45:00,544,544
72,23/10/2017 , 08:00:00,896,896
73,23/10/2017 , 08:15:00,1280,1280
74,23/10/2017 , 08:30:00,994,994
75,23/10/2017 , 08:45:00,1384,1384
76,23/10/2017 , 09:00:00,1712,1712
77,23/10/2017 , 09:15:00,1522,1522
78,23/10/2017 , 09:30:00,1500,1500
79,23/10/2017 , 09:45:00,1366,1366
80,23/10/2017 , 10:00:00,1992,1992
81,23/10/2017 , 10:15:00,1920,1920
82,23/10/2017 , 10:30:00,1467,1467
83,23/10/2017 , 10:45:00,1211,1211
84,23/10/2017 , 11:00:00,730,730
85,23/10/2017 , 11:15:00,896,896
86,23/10/2017 , 11:30:00,813,813
87,23/10/2017 , 11:45:00,696,696
88,23/10/2017 , 12:00:00,542,542
89,23/10/2017 , 12:15:00,863,863
90,23/10/2017 , 12:30:00,703,703
91,23/10/2017 , 12:45:00,322,322
92,23/10/2017 , 13:00:00,385,385
93,23/10/2017 , 13:15:00,434,434
94,23/10/2017 , 13:30:00,355,355
95,23/10/2017 , 13:45:00,258,258
96,23/10/2017 , 14:00:00,142,142
97,23/10/2017 , 14:15:00,137,137
98,23/10/2017 , 14:30:00,107,107
99,23/10/2017 , 14:45:00,120,120
100,23/10/2017 , 15:00:00,120,120
101,23/10/2017 , 15:15:00,140,140
102,23/10/2017 , 15:30:00,128,128
103,23/10/2017 , 15:45:00,114,114
104,23/10/2017 , 16:00:00,118,118
105,23/10/2017 , 16:15:00,103,103
106,23/10/2017 , 16:30:00,88,88
107,23/10/2017 , 16:45:00,81,81
108,23/10/2017 , 17:00:00,81,81
109,23/10/2017 , 17:15:00,95,95
110,23/10/2017 , 17:30:00,69,69
111,23/10/2017 , 17:45:00,35,35
