Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
D1,48,D,UNKNOWN,FAM,NFQ-MGB,24.44872856,24.49347305,0.063279614,,,,FALSE,0.01,FALSE,6,20,,N,N
D2,48,C,UNKNOWN,VIC,NFQ-MGB,28.58273125,28.31318665,0.381194979,,,,FALSE,0.01,FALSE,6,20,,N,N
D2,48,D,UNKNOWN,FAM,NFQ-MGB,24.53821945,24.49347305,0.063279614,,,,FALSE,0.01,FALSE,6,20,,N,N
D3,26,C,UNKNOWN,VIC,NFQ-MGB,30.21024704,29.90065765,0.437825501,,,,FALSE,0.01,FALSE,6,20,,N,N
D3,26,D,UNKNOWN,FAM,NFQ-MGB,24.40403366,24.61165237,0.293617189,,,,FALSE,0.01,FALSE,6,20,,N,N
D4,26,C,UNKNOWN,VIC,NFQ-MGB,29.59106827,29.90065765,0.437825501,,,,FALSE,0.01,FALSE,6,20,,N,N
D4,26,D,UNKNOWN,FAM,NFQ-MGB,24.81927109,24.61165237,0.293617189,,,,FALSE,0.01,FALSE,6,20,,N,N
D5,37,C,UNKNOWN,VIC,NFQ-MGB,34.36819839,34.41716003,0.06923952,,,,FALSE,0.01,FALSE,6,20,,N,N
D5,37,D,UNKNOWN,FAM,NFQ-MGB,29.5560112,29.47758293,0.11091432,,,,FALSE,0.01,FALSE,6,20,,N,N
D6,37,C,UNKNOWN,VIC,NFQ-MGB,34.46611786,34.41716003,0.06923952,,,,FALSE,0.01,FALSE,6,20,,N,N
D6,37,D,UNKNOWN,FAM,NFQ-MGB,29.39915466,29.47758293,0.11091432,,,,FALSE,0.01,FALSE,6,20,,N,N
D7,50,C,UNKNOWN,VIC,NFQ-MGB,27.37130928,27.19903946,0.24362497,,,,FALSE,0.01,FALSE,6,20,,N,N
D7,50,D,UNKNOWN,FAM,NFQ-MGB,25.40987587,25.51466942,0.148200452,,,,FALSE,0.01,FALSE,6,20,,N,N
D8,50,C,UNKNOWN,VIC,NFQ-MGB,27.02677155,27.19903946,0.24362497,,,,FALSE,0.01,FALSE,6,20,,N,N
D8,50,D,UNKNOWN,FAM,NFQ-MGB,25.61946297,25.51466942,0.148200452,,,,FALSE,0.01,FALSE,6,20,,N,N
D9,34,C,UNKNOWN,VIC,NFQ-MGB,31.33847618,30.73975754,0.846717358,,,,FALSE,0.01,FALSE,6,20,,Y,N
D9,34,D,UNKNOWN,FAM,NFQ-MGB,26.94924736,26.53518486,0.585572779,,,,FALSE,0.01,FALSE,6,20,,Y,N
D10,34,C,UNKNOWN,VIC,NFQ-MGB,30.14103699,30.73975754,0.846717358,,,,FALSE,0.01,FALSE,6,20,,Y,N
D10,34,D,UNKNOWN,FAM,NFQ-MGB,26.12112236,26.53518486,0.585572779,,,,FALSE,0.01,FALSE,6,20,,Y,N
D11,21 B,C,UNKNOWN,VIC,NFQ-MGB,27.235075,26.9376297,0.420649827,,,,FALSE,0.01,FALSE,6,20,,N,N
D11,21 B,D,UNKNOWN,FAM,NFQ-MGB,24.16250992,24.02105713,0.200043097,,,,FALSE,0.01,FALSE,6,20,,N,N
D12,21 B,C,UNKNOWN,VIC,NFQ-MGB,26.64018631,26.9376297,0.420649827,,,,FALSE,0.01,FALSE,6,20,,N,N
D12,21 B,D,UNKNOWN,FAM,NFQ-MGB,23.87960625,24.02105713,0.200043097,,,,FALSE,0.01,FALSE,6,20,,N,N
E1,99,C,UNKNOWN,VIC,NFQ-MGB,26.09328842,26.37193108,0.394060224,,,,FALSE,0.01,FALSE,6,20,,N,Y
E1,99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E2,99,C,UNKNOWN,VIC,NFQ-MGB,26.65057373,26.37193108,0.394060224,,,,FALSE,0.01,FALSE,6,20,,N,Y
E2,99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E3,32,C,UNKNOWN,VIC,NFQ-MGB,31.60966301,31.38859749,0.312633872,,,,FALSE,0.01,FALSE,6,20,,N,N
E3,32,D,UNKNOWN,FAM,NFQ-MGB,26.53116989,26.57517433,0.062231675,,,,FALSE,0.01,FALSE,6,20,,N,N
E4,32,C,UNKNOWN,VIC,NFQ-MGB,31.16753197,31.38859749,0.312633872,,,,FALSE,0.01,FALSE,6,20,,N,N
E4,32,D,UNKNOWN,FAM,NFQ-MGB,26.61917877,26.57517433,0.062231675,,,,FALSE,0.01,FALSE,6,20,,N,N
E5,12,C,UNKNOWN,VIC,NFQ-MGB,39.69757843,39.69757843,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E5,12,D,UNKNOWN,FAM,NFQ-MGB,35.01960373,34.76292419,0.362996995,,,,FALSE,0.01,FALSE,6,20,,N,Y
E6,12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.69757843,,,,,FALSE,0.01,FALSE,6,20,,N,N
E6,12,D,UNKNOWN,FAM,NFQ-MGB,34.50624847,34.76292419,0.362996995,,,,FALSE,0.01,FALSE,6,20,,N,N
E7,36,C,UNKNOWN,VIC,NFQ-MGB,29.98262024,29.83133698,0.213946849,,,,FALSE,0.01,FALSE,6,20,,N,N
E7,36,D,UNKNOWN,FAM,NFQ-MGB,25.4094696,25.46389389,0.076968908,,,,FALSE,0.01,FALSE,6,20,,N,N
E8,36,C,UNKNOWN,VIC,NFQ-MGB,29.68005371,29.83133698,0.213946849,,,,FALSE,0.01,FALSE,6,20,,N,N
E8,36,D,UNKNOWN,FAM,NFQ-MGB,25.51832008,25.46389389,0.076968908,,,,FALSE,0.01,FALSE,6,20,,N,N
E9,29,C,UNKNOWN,VIC,NFQ-MGB,31.07122803,30.96512794,0.150048181,,,,FALSE,0.01,FALSE,6,20,,N,N
E9,29,D,UNKNOWN,FAM,NFQ-MGB,26.82934761,26.69536209,0.189482793,,,,FALSE,0.01,FALSE,6,20,,N,N
E10,29,C,UNKNOWN,VIC,NFQ-MGB,30.85902786,30.96512794,0.150048181,,,,FALSE,0.01,FALSE,6,20,,N,N
E10,29,D,UNKNOWN,FAM,NFQ-MGB,26.56137848,26.69536209,0.189482793,,,,FALSE,0.01,FALSE,6,20,,N,N
E11,19,C,UNKNOWN,VIC,NFQ-MGB,34.57725525,34.00878906,0.803935289,,,,FALSE,0.01,FALSE,6,20,,Y,N
E11,19,D,UNKNOWN,FAM,NFQ-MGB,31.7662487,31.94724655,0.255968273,,,,FALSE,0.01,FALSE,6,20,,Y,N
E12,19,C,UNKNOWN,VIC,NFQ-MGB,33.44031906,34.00878906,0.803935289,,,,FALSE,0.01,FALSE,6,20,,Y,N
E12,19,D,UNKNOWN,FAM,NFQ-MGB,32.12824249,31.94724655,0.255968273,,,,FALSE,0.01,FALSE,6,20,,Y,N
F1,44,C,UNKNOWN,VIC,NFQ-MGB,32.51395416,32.43805695,0.107332177,,,,FALSE,0.01,FALSE,6,20,,N,N
F1,44,D,UNKNOWN,FAM,NFQ-MGB,33.91965866,33.81659698,0.14575392,,,,FALSE,0.01,FALSE,6,20,,N,N
