frag.id,mass.g,temp.c,date,days,time.point,notes
234,6.382,26.003,Oct-29-2017,0,T0,
38,2.062,26.005,Oct-29-2017,0,T0,
158,1.156,25.978,Oct-29-2017,0,T0,
159,1.908,25.936,Oct-29-2017,0,T0,
253,1.524,25.837,Oct-29-2017,0,T0,
251,1.933,25.795,Oct-29-2017,0,T0,
142,1.703,25.773,Oct-29-2017,0,T0,
263,1.261,25.744,Oct-29-2017,0,T0,
288,3.044,25.722,Oct-29-2017,0,T0,
40,1.67,25.712,Oct-29-2017,0,T0,
24,2.642,25.686,Oct-29-2017,0,T0,
235,1.458,25.664,Oct-29-2017,0,T0,
141,0.943,25.641,Oct-29-2017,0,T0,
187,3.568,25.608,Oct-29-2017,0,T0,
41,0.511,25.591,Oct-29-2017,0,T0,
37,1.265,25.575,Oct-29-2017,0,T0,
186,0.838,25.538,Oct-29-2017,0,T0,
36,1.744,25.242,Oct-29-2017,0,T0,
236,2.68,25.232,Oct-29-2017,0,T0,
132,2.248,25.204,Oct-29-2017,0,T0,
133,3.394,25.182,Oct-29-2017,0,T0,
232,2.522,25.135,Oct-29-2017,0,T0,
130,1.35,25.146,Oct-29-2017,0,T0,
50,1.905,25.124,Oct-29-2017,0,T0,
20,1.353,25.089,Oct-29-2017,0,T0,
44,0.744,25.069,Oct-29-2017,0,T0,
230,1.117,25.037,Oct-29-2017,0,T0,
233,2.067,25.004,Oct-29-2017,0,T0,
138,1.928,25.121,Oct-29-2017,0,T0,
35,3.778,25.14,Oct-29-2017,0,T0,
140,1.27,25.101,Oct-29-2017,0,T0,
139,1.69,25.08,Oct-29-2017,0,T0,
144,0.715,25.053,Oct-29-2017,0,T0,
160,1.647,24.763,Oct-29-2017,0,T0,
49,1.662,24.773,Oct-29-2017,0,T0,
47,1.892,24.759,Oct-29-2017,0,T0,
237,4.825,24.739,Oct-29-2017,0,T0,
136,0.511,24.741,Oct-29-2017,0,T0,
64,1.477,24.726,Oct-29-2017,0,T0,
286,1.138,24.719,Oct-29-2017,0,T0,
129,0.954,24.714,Oct-29-2017,0,T0,
149,1.299,24.696,Oct-29-2017,0,T0,
52,2.716,24.665,Oct-29-2017,0,T0,
53,1.589,24.652,Oct-29-2017,0,T0,
278,0.89,24.848,Oct-29-2017,0,T0,
51,2.625,24.831,Oct-29-2017,0,T0,
8,4.355,24.82,Oct-29-2017,0,T0,
43,1.066,24.82,Oct-29-2017,0,T0,
31,2.763,24.792,Oct-29-2017,0,T0,
279,1.453,24.784,Oct-29-2017,0,T0,
280,1.907,24.76,Oct-29-2017,0,T0,
131,3.954,24.757,Oct-29-2017,0,T0,
9,1.261,24.509,Oct-29-2017,0,T0,
11,2.405,24.493,Oct-29-2017,0,T0,
229,1.752,24.478,Oct-29-2017,0,T0,
7,2.823,24.463,Oct-29-2017,0,T0,
101,2.266,24.452,Oct-29-2017,0,T0,
