Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
D10,251,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
D11,284,C,UNKNOWN,VIC,NFQ-MGB,29.07531548,29.07531548,,,,,FALSE,0.01,FALSE,6,20,,N,Y
D11,284,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
D12,284,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,29.07531548,,,,,FALSE,0.01,FALSE,6,20,,N,Y
D12,284,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E1,226,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E1,226,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E2,226,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E2,226,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E3,281,C,UNKNOWN,VIC,NFQ-MGB,26.89124489,27.0109787,0.169330522,,,,FALSE,0.01,FALSE,6,20,,N,Y
E3,281,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E4,281,C,UNKNOWN,VIC,NFQ-MGB,27.13071442,27.0109787,0.169330522,,,,FALSE,0.01,FALSE,6,20,,N,Y
E4,281,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E5,236,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E5,236,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E6,236,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E6,236,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E7,243,C,UNKNOWN,VIC,NFQ-MGB,26.19822884,26.339077,0.199190721,,,,FALSE,0.01,FALSE,6,20,,N,Y
E7,243,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E8,243,C,UNKNOWN,VIC,NFQ-MGB,26.47992706,26.339077,0.199190721,,,,FALSE,0.01,FALSE,6,20,,N,Y
E8,243,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E9,247,C,UNKNOWN,VIC,NFQ-MGB,30.42885971,30.44668579,0.025209885,,,,FALSE,0.01,FALSE,6,20,,N,Y
E9,247,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E10,247,C,UNKNOWN,VIC,NFQ-MGB,30.46451187,30.44668579,0.025209885,,,,FALSE,0.01,FALSE,6,20,,N,Y
E10,247,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E11,254,C,UNKNOWN,VIC,NFQ-MGB,29.10700607,29.04720879,0.084566131,,,,FALSE,0.01,FALSE,6,20,,N,Y
E11,254,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
E12,254,C,UNKNOWN,VIC,NFQ-MGB,28.9874115,29.04720879,0.084566131,,,,FALSE,0.01,FALSE,6,20,,N,Y
E12,254,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F1,283,C,UNKNOWN,VIC,NFQ-MGB,33.74325562,33.79266739,0.069878802,,,,FALSE,0.01,FALSE,6,20,,N,Y
F1,283,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
F2,283,C,UNKNOWN,VIC,NFQ-MGB,33.84207916,33.79266739,0.069878802,,,,FALSE,0.01,FALSE,6,20,,N,Y
