Sample.Name,File.Name,C.CT.mean,D.CT.mean,C.CT.sd,D.CT.sd,C.reps,D.reps,C.D,fail,propC,propD,Dom,Mix,time
197,UROP_Time1_3.csv,26.61712039,NaN,0.8239742645690868,NA,2,0,Inf,FALSE,1,0,C,C,Time1
198,UROP_Time1_3.csv,22.460450774999998,NaN,0.07999134855571238,NA,2,0,Inf,FALSE,1,0,C,C,Time1
211,UROP_Time1_3.csv,24.767401344999996,NaN,0.4435669171121325,NA,2,0,Inf,FALSE,1,0,C,C,Time1
1,UROP_Time1_4.csv,30.767877225,31.014294624999998,0.1961332272436653,0.4200725872004289,2,2,0.1078416052179691,FALSE,0.09734388445968423,0.9026561155403158,D,DC,Time1
12,UROP_Time1_4.csv,37.42957843,34.7629261,NA,0.36299698550378134,1,2,-Inf,FALSE,0,1,D,D,Time1
146,UROP_Time1_4.csv,22.07385219,NaN,0.00831068256782679,NA,2,0,Inf,FALSE,1,0,C,C,Time1
15,UROP_Time1_4.csv,26.519552830000002,NaN,0.03683432360285764,NA,2,0,Inf,FALSE,1,0,C,C,Time1
19,UROP_Time1_4.csv,31.740787155,31.947245595,0.8039352897253971,0.2559682636564188,2,2,0.10489565475124504,FALSE,0.09493715926945259,0.9050628407305474,D,DC,Time1
192,UROP_Time1_4.csv,22.80267871,31.989389420000002,0.04820520875616834,0.3642647572517719,2,2,52.976443604503636,FALSE,0.9814733996310093,0.018526600368990676,C,CD,Time1
2,UROP_Time1_4.csv,25.40469516,26.188909535,0.0071049523688185914,0.05203281311807115,2,2,0.15655947804263295,FALSE,0.13536656005586067,0.8646334399441393,D,DC,Time1
21 A,UROP_Time1_4.csv,28.26073993,NaN,0.3651953663443549,NA,2,0,Inf,FALSE,1,0,C,C,Time1
21 B,UROP_Time1_4.csv,24.669630655,24.021058085,0.42064982675018026,0.20004310347956347,2,2,0.05799192390881473,FALSE,0.054813200931213245,0.9451867990687868,D,DC,Time1
24,UROP_Time1_4.csv,23.95970977,24.217487335,0.10340880888923121,0.07779026656723222,2,2,0.10869413084194908,FALSE,0.09803797803042945,0.9019620219695705,D,DC,Time1
26,UROP_Time1_4.csv,27.632657655,24.611652375,0.43782550703374407,0.29361720255547524,2,2,0.011199383295632288,FALSE,0.011075346247870543,0.9889246537521295,D,DC,Time1
27,UROP_Time1_4.csv,28.361506114999997,26.557414055,0.012595502174444538,0.053218320063137224,2,2,0.026032836443659915,FALSE,0.025372322911119027,0.974627677088881,D,DC,Time1
28,UROP_Time1_4.csv,27.46071494,25.397013665000003,0.17255931246374115,0.027379945313934072,2,2,0.021745596687723703,FALSE,0.021282789725953488,0.9787172102740465,D,DC,Time1
29,UROP_Time1_4.csv,28.697127945,26.695363045,0.15004817917593757,0.18948278897166013,2,2,0.02269948664797311,FALSE,0.022195656636509666,0.9778043433634903,D,DC,Time1
32,UROP_Time1_4.csv,29.120597489999998,26.575174330000003,0.3126338565570604,0.062231675852633325,2,2,0.015572509053100732,FALSE,0.015333724489667631,0.9846662755103324,D,DC,Time1
34,UROP_Time1_4.csv,28.471756585,26.53518486,0.8467173713075272,0.5855728031701096,2,2,0.023748770840280462,FALSE,0.023197850406978037,0.9768021495930219,D,DC,Time1
35,UROP_Time1_4.csv,27.175267825,25.336642265000002,0.3112689778348112,0.04218326820448085,2,2,0.025417092560667917,FALSE,0.024787077127021988,0.975212922872978,D,DC,Time1
36,UROP_Time1_4.csv,27.563336975,25.463894840000002,0.21394684512308296,0.07696891254340885,2,2,0.02121349656543388,FALSE,0.020772832161716964,0.979227167838283,D,DC,Time1
37,UROP_Time1_4.csv,32.149158125,29.47758293,0.06923952124718824,0.11091432310745873,2,2,0.014268655267510033,FALSE,0.014067924896827974,0.985932075103172,D,DC,Time1
38,UROP_Time1_4.csv,30.830047254999997,27.814502715,0.8107920758982914,0.17804717526359984,2,2,0.011241854370388374,FALSE,0.011116880024104315,0.9888831199758957,D,DC,Time1
39,UROP_Time1_4.csv,21.944729455,29.00749111,0.5317421710608713,0.7560335358443765,2,2,12.153753539051491,FALSE,0.923976072910964,0.07602392708903605,C,CD,Time1
4,UROP_Time1_4.csv,32.43048633,32.633285525,0.03260615032048002,0.07989693565828686,2,2,0.10462993502739391,FALSE,0.09471944558953056,0.9052805544104694,D,DC,Time1
40,UROP_Time1_4.csv,21.512164714999997,27.355845449999997,0.08357079379275427,0.13917361934340958,2,2,5.220721197330129,FALSE,0.8392469348362389,0.1607530651637611,C,CD,Time1
41,UROP_Time1_4.csv,22.079521784999997,28.986461635,0.31090617548751925,0.2671638146122669,2,2,10.909463357731456,FALSE,0.9160331603563973,0.08396683964360274,C,CD,Time1
42 A,UROP_Time1_4.csv,22.020951875,NaN,0.252425234418604,NA,2,0,Inf,FALSE,1,0,C,C,Time1
42 B,UROP_Time1_4.csv,22.75573314,NaN,0.11310730165222425,NA,2,0,Inf,FALSE,1,0,C,C,Time1
43,UROP_Time1_4.csv,28.358230239999997,34.390436175000005,0.12818305864342638,0.37469829458487236,2,2,5.949524281094107,FALSE,0.856105258496548,0.14389474150345205,C,CD,Time1
44,UROP_Time1_4.csv,30.170058849999997,33.816595075,0.10733217672251029,0.1457539196937937,2,2,1.1384765742924465,FALSE,0.5323773886413191,0.4676226113586809,C,CD,Time1
45,UROP_Time1_4.csv,21.238139755,27.022035600000002,0.23092156565943397,0.32489623365582054,2,2,5.008797292077163,FALSE,0.8335773447843648,0.16642265521563515,C,CD,Time1
46,UROP_Time1_4.csv,32.037915835,37.63134766,0.8779761720828595,1.1983893275327586,2,2,4.3893283781652634,FALSE,0.8144481223204961,0.18555187767950387,C,CD,Time1
48,UROP_Time1_4.csv,26.045185695,24.493474005,0.3811949795583813,0.06327961517341969,2,2,0.031009556253362058,FALSE,0.030076885384117347,0.9699231146158827,D,DC,Time1
5,UROP_Time1_4.csv,33.51983226,33.29699516,0.3354349672647601,0.5813405852369431,2,2,0.07789806387548576,FALSE,0.07226848853908342,0.9277315114609166,D,DC,Time1
50,UROP_Time1_4.csv,24.931040415,25.51466942,0.2436249652576191,0.14820045965922324,2,2,0.13623765248759848,FALSE,0.1199024272689163,0.8800975727310837,D,DC,Time1
63,UROP_Time1_4.csv,26.165675765,25.529904365,0.5574686108066109,0.24912496908091045,2,2,0.05850878142450853,FALSE,0.05527472464212268,0.9447252753578773,D,DC,Time1
65,UROP_Time1_4.csv,32.198892244999996,30.5569067,0.16583604926434264,0.05483675313498451,2,2,0.029128653764140967,FALSE,0.02830419079052945,0.9716958092094705,D,DC,Time1
7,UROP_Time1_4.csv,31.115144380000004,27.901919365,0.4517386885527947,0.4712611077506937,2,2,0.00980234993808227,FALSE,0.00970719660009042,0.9902928033999095,D,DC,Time1
72,UROP_Time1_4.csv,35.352754239999996,37.821022035,0.40607712673632207,0.37886038166748126,2,2,0.5030717827463049,FALSE,0.3346957800159938,0.6653042199840062,D,DC,Time1
75,UROP_Time1_4.csv,29.472894314999998,27.445429805,0.5134173998314736,0.31309106473070947,2,2,0.02229870705952972,FALSE,0.021812320514097292,0.9781876794859027,D,DC,Time1
76,UROP_Time1_4.csv,28.80381931,26.16855621,0.07694328699365863,0.2246339368057841,2,2,0.014632349815744511,FALSE,0.014421331843402904,0.9855786681565971,D,DC,Time1
77,UROP_Time1_4.csv,29.2362696,NaN,0.2717048897163868,NA,2,0,Inf,FALSE,1,0,C,C,Time1
97,UROP_Time1_4.csv,22.410689955,NaN,0.12364334118432817,NA,2,0,Inf,FALSE,1,0,C,C,Time1
98,UROP_Time1_4.csv,26.587661394999998,NaN,0.23345982444545335,NA,2,0,Inf,FALSE,1,0,C,C,Time1
99,UROP_Time1_4.csv,24.103931075,NaN,0.39406022175664807,NA,2,0,Inf,FALSE,1,0,C,C,Time1
209,UROP_Time1_5.csv,21.694348939999998,NaN,0.07854014623761303,NA,2,0,Inf,FALSE,1,0,C,C,Time1
213,UROP_Time1_5.csv,22.528661375,NaN,0.500283768183343,NA,2,0,Inf,FALSE,1,0,C,C,Time1
218,UROP_Time1_5.csv,22.227696065,NaN,0.09510352154614411,NA,2,0,Inf,FALSE,1,0,C,C,Time1
223,UROP_Time1_5.csv,27.784717209999997,NaN,1.7227608649939148,NA,2,0,Inf,FALSE,1,0,C,C,Time1
237,UROP_Time1_5.csv,34.521287564999994,NaN,0.2992601550856492,NA,2,0,Inf,FALSE,1,0,C,C,Time1
243,UROP_Time1_5.csv,24.07107795,NaN,0.1991907216101818,NA,2,0,Inf,FALSE,1,0,C,C,Time1
244,UROP_Time1_5.csv,25.0388943,NaN,0.6444165465863143,NA,2,0,Inf,FALSE,1,0,C,C,Time1
246,UROP_Time1_5.csv,30.43143619,NaN,0.1590224178182975,NA,2,0,Inf,FALSE,1,0,C,C,Time1
247,UROP_Time1_5.csv,28.17868579,NaN,0.02520988409994632,NA,2,0,Inf,FALSE,1,0,C,C,Time1
249,UROP_Time1_5.csv,22.429171215,NaN,0.15885113534269227,NA,2,0,Inf,FALSE,1,0,C,C,Time1
251,UROP_Time1_5.csv,24.405668865000003,NaN,0.034468704937465185,NA,2,0,Inf,FALSE,1,0,C,C,Time1
254,UROP_Time1_5.csv,26.779208785,NaN,0.08456613144008944,NA,2,0,Inf,FALSE,1,0,C,C,Time1
256,UROP_Time1_5.csv,22.95458568,NaN,0.263476471951482,NA,2,0,Inf,FALSE,1,0,C,C,Time1
262,UROP_Time1_5.csv,22.40330852,NaN,0.3285862703934436,NA,2,0,Inf,FALSE,1,0,C,C,Time1
263,UROP_Time1_5.csv,24.589359885,NaN,0.32061950335078065,NA,2,0,Inf,FALSE,1,0,C,C,Time1
266,UROP_Time1_5.csv,28.012405995,25.768970484999997,0.7552270169208215,0.4936184948110644,2,2,0.019198439653015546,FALSE,0.01883680243815093,0.9811631975618491,D,DC,Time1
267,UROP_Time1_5.csv,27.218008644999998,25.361013409999998,0.09451008925110023,0.1526053106419458,2,2,0.025095511231095678,FALSE,0.024481144396932383,0.9755188556030676,D,DC,Time1
268,UROP_Time1_5.csv,28.857691414999998,NaN,0.02236548343301443,NA,2,0,Inf,FALSE,1,0,C,C,Time1
270,UROP_Time1_5.csv,23.35390533,NaN,0.0013392602435673652,NA,2,0,Inf,FALSE,1,0,C,C,Time1
272,UROP_Time1_5.csv,28.49364913,NaN,1.509975251840101,NA,2,0,Inf,FALSE,1,0,C,C,Time1
281,UROP_Time1_5.csv,24.742979655,NaN,0.16933052855055603,NA,2,0,Inf,FALSE,1,0,C,C,Time1
283,UROP_Time1_5.csv,31.524667389999998,NaN,0.06987879527485856,NA,2,0,Inf,FALSE,1,0,C,C,Time1
288,UROP_Time1_5.csv,23.53388084,36.70094681,0.24321496353268401,NA,2,1,Inf,FALSE,1,0,C,C,Time1
51,UROP_Time1_5.csv,NaN,37.57428169,NA,0.8192619069893642,0,2,-Inf,FALSE,0,1,D,D,Time1
67 A,UROP_Time1_5.csv,26.551793699999998,NaN,0.14261144523431946,NA,2,0,Inf,FALSE,1,0,C,C,Time1
67 B,UROP_Time1_5.csv,37.15433658,36.765562055000004,NA,2.241761876954484,1,2,-Inf,FALSE,0,1,D,D,Time1
68,UROP_Time1_5.csv,29.08885444,27.419380185,0.08373668811469073,0.008235156492529424,2,2,0.028578898571213516,FALSE,0.02778483849018497,0.972215161509815,D,DC,Time1
69,UROP_Time1_5.csv,NaN,37.99513626,NA,0.7646584708078988,0,2,-Inf,FALSE,0,1,D,D,Time1
71,UROP_Time1_5.csv,34.647563585,NaN,2.7102837732430167,NA,2,0,Inf,FALSE,1,0,C,C,Time1
73,UROP_Time1_5.csv,37.28122485,NaN,0.5739146488158727,NA,2,0,Inf,FALSE,1,0,C,C,Time1
74,UROP_Time1_5.csv,24.235543855,33.023878095,0.4352117292434957,0.6210516808551784,2,2,40.19384311194521,FALSE,0.975724527636752,0.024275472363248007,C,CD,Time1
102f,UROP_Time2_1.csv,27.959111815,NaN,0.2778590026676118,NA,2,0,Inf,FALSE,1,0,C,C,Time2
