Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\MO_UROPapril3.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
G6,133,C,UNKNOWN,VIC,NFQ-MGB,23.61273956,23.76895905,0.220926359,,,,FALSE,0.01,FALSE,6,20,,N,Y
G6,133,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
G7,,,,,,,,,,,,,,,,,,N,N
G8,,,,,,,,,,,,,,,,,,N,N
G9,,,,,,,,,,,,,,,,,,N,N
G10,,,,,,,,,,,,,,,,,,N,N
G11,,,,,,,,,,,,,,,,,,N,N
G12,NTC,C,UNKNOWN,VIC,NFQ-MGB,30.47765732,30.47765732,,,,,FALSE,0.01,FALSE,6,20,,N,N
G12,NTC,D,UNKNOWN,FAM,NFQ-MGB,27.60586739,27.60586739,,,,,FALSE,0.01,FALSE,6,20,,N,N
H1,,,,,,,,,,,,,,,,,,N,N
H2,,,,,,,,,,,,,,,,,,N,N
H3,,,,,,,,,,,,,,,,,,N,N
H4,,,,,,,,,,,,,,,,,,N,N
H5,,,,,,,,,,,,,,,,,,N,N
H6,,,,,,,,,,,,,,,,,,N,N
H7,,,,,,,,,,,,,,,,,,N,N
H8,,,,,,,,,,,,,,,,,,N,N
H9,,,,,,,,,,,,,,,,,,N,N
H10,,,,,,,,,,,,,,,,,,N,N
H11,,,,,,,,,,,,,,,,,,N,N
H12,,,,,,,,,,,,,,,,,,N,N
