Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Users\gatescorallab\Desktop\mariah\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
A1,,,,,,,,,,,,,,,,,,N,N
A2,259,C,UNKNOWN,VIC,NFQ-MGB,24.67206764,24.7471962,0.106249169,,,,FALSE,0.01,FALSE,6,20,,N,Y
A2,259,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
A3,259,C,UNKNOWN,VIC,NFQ-MGB,24.82232666,24.7471962,0.106249169,,,,FALSE,0.01,FALSE,6,20,,N,Y
A3,259,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
A4,74,C,UNKNOWN,VIC,NFQ-MGB,28.41205978,28.41618729,0.00583717,,,,FALSE,0.01,FALSE,6,20,,Y,N
A4,74,D,UNKNOWN,FAM,NFQ-MGB,34.93621445,34.13822937,1.128518581,,,,FALSE,0.01,FALSE,6,20,,Y,N
A5,74,C,UNKNOWN,VIC,NFQ-MGB,28.42031479,28.41618729,0.00583717,,,,FALSE,0.01,FALSE,6,20,,Y,N
A5,74,D,UNKNOWN,FAM,NFQ-MGB,33.34024811,34.13822937,1.128518581,,,,FALSE,0.01,FALSE,6,20,,Y,N
A6,244,C,UNKNOWN,VIC,NFQ-MGB,28.20545578,27.49568176,1.00377202,,,,FALSE,0.01,FALSE,6,20,,Y,N
A6,244,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
A7,244,C,UNKNOWN,VIC,NFQ-MGB,26.78590775,27.49568176,1.00377202,,,,FALSE,0.01,FALSE,6,20,,Y,Y
A7,244,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
A8,159,C,UNKNOWN,VIC,NFQ-MGB,29.31237411,29.29276657,0.027729254,,,,FALSE,0.01,FALSE,6,20,,N,N
A8,159,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,34.13153458,,,,,FALSE,0.01,FALSE,6,20,,N,N
A9,159,C,UNKNOWN,VIC,NFQ-MGB,29.27315903,29.29276657,0.027729254,,,,FALSE,0.01,FALSE,6,20,,N,N
A9,159,D,UNKNOWN,FAM,NFQ-MGB,34.13153458,34.13153458,,,,,FALSE,0.01,FALSE,6,20,,N,N
A10,24,C,UNKNOWN,VIC,NFQ-MGB,28.61901283,28.7336483,0.162119031,,,,FALSE,0.01,FALSE,6,20,,N,N
A10,24,D,UNKNOWN,FAM,NFQ-MGB,30.25235558,30.11284065,0.197303891,,,,FALSE,0.01,FALSE,6,20,,N,N
A11,24,C,UNKNOWN,VIC,NFQ-MGB,28.84828377,28.7336483,0.162119031,,,,FALSE,0.01,FALSE,6,20,,N,N
A11,24,D,UNKNOWN,FAM,NFQ-MGB,29.97332573,30.11284065,0.197303891,,,,FALSE,0.01,FALSE,6,20,,N,N
A12,,,,,,,,,,,,,,,,,,N,N
B1,83,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.17422104,,,,,FALSE,0.01,FALSE,6,20,,N,Y
B1,83,D,UNKNOWN,FAM,NFQ-MGB,34.77307892,34.81604004,0.060753502,,,,FALSE,0.01,FALSE,6,20,,N,Y
B2,83,C,UNKNOWN,VIC,NFQ-MGB,39.17422104,39.17422104,,,,,FALSE,0.01,FALSE,6,20,,N,Y
