Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\MO_Time2(1).eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP
B11,20f,C,UNKNOWN,VIC,NFQ-MGB,35.09060669,34.46873856,0.879454374,,,,FALSE,0.01,FALSE,6,20,,Y,Y
B11,20f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,32.42073059,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
B12,120f,C,UNKNOWN,VIC,NFQ-MGB,31.25754547,30.91039658,0.490944028,,,,FALSE,0.01,FALSE,6,20,,N,N
B12,120f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,N
C1,105f,C,UNKNOWN,VIC,NFQ-MGB,28.39600563,28.0149498,0.538895667,,,,FALSE,0.01,FALSE,6,20,,Y,N
C1,105f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,N
C2,105f,C,UNKNOWN,VIC,NFQ-MGB,27.63389206,28.0149498,0.538895667,,,,FALSE,0.01,FALSE,6,20,,Y,Y
C2,105f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,Y,Y
C3,146f,C,UNKNOWN,VIC,NFQ-MGB,26.25882912,26.20236206,0.079855129,,,,FALSE,0.01,FALSE,6,20,,N,Y
C3,146f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
C4,146f,C,UNKNOWN,VIC,NFQ-MGB,26.14589691,26.20236206,0.079855129,,,,FALSE,0.01,FALSE,6,20,,N,Y
C4,146f,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.01,FALSE,6,20,,N,Y
