datetime,logger_10956,logger_10957,logger_10958,logger_10959,logger_2488,logger_4803,logger_6377,logger_6378,logger_6379,logger_7272,logger_7274,logger_7276,logger_7277,logger_7278,logger_7279,logger_7280
2017-11-28T03:00:00Z,47,80,44,140,29,25,14,7,68,93,17,44,181,168,90,221
2017-11-28T03:15:00Z,49,85,44,154,33,24,15,7,71,95,18,46,181,178,93,229
2017-11-28T03:30:00Z,24,43,21,85,17,12,7,3,35,45,8,21,83,92,46,110
2017-11-28T03:45:00Z,2,6,2,13,2,2,0,0,6,8,1,3,16,15,8,21
2017-11-28T04:00:00Z,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2
2017-11-28T04:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T09:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T09:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T09:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T10:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T10:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T10:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T11:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T11:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T12:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T12:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T12:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T13:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T13:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T13:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T14:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T14:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T14:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T15:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T15:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T16:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T16:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-28T16:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-11-28T17:00:00Z,0,1,0,5,1,0,0,0,3,4,0,1,9,9,4,11
2017-11-28T17:15:00Z,7,14,4,30,6,5,2,0,15,20,3,9,37,38,20,47
2017-11-28T17:30:00Z,29,49,23,102,21,14,8,4,46,58,10,26,110,118,61,145
2017-11-28T17:45:00Z,51,87,40,177,36,24,16,8,76,101,19,46,187,191,104,249
2017-11-28T18:00:00Z,55,97,48,198,41,28,16,8,86,113,21,50,207,219,115,276
2017-11-28T18:15:00Z,115,197,101,385,78,57,34,19,172,229,42,105,426,433,230,557
2017-11-28T18:30:00Z,91,159,78,321,64,43,27,14,133,178,33,80,322,334,180,432
2017-11-28T18:45:00Z,158,271,141,542,111,80,48,26,241,316,61,145,583,605,317,762
2017-11-28T19:00:00Z,193,333,172,660,131,93,56,31,285,375,71,171,691,703,377,908
2017-11-28T19:15:00Z,197,336,181,661,134,98,58,32,295,393,74,179,720,736,390,934
2017-11-28T19:30:00Z,123,213,111,423,86,61,38,20,187,246,47,112,458,458,246,589
2017-11-28T19:45:00Z,261,444,244,872,177,130,77,44,396,512,99,236,965,974,514,1221
2017-11-28T20:00:00Z,154,262,134,535,108,76,47,24,229,305,59,138,549,579,309,726
2017-11-28T20:15:00Z,259,463,231,953,190,126,80,41,389,508,102,228,904,970,520,1224
2017-11-28T20:30:00Z,283,470,257,946,197,145,89,49,437,564,111,260,1055,1104,572,1339
2017-11-28T20:45:00Z,360,584,331,1094,224,178,106,60,520,693,131,325,1318,1277,683,1639
2017-11-28T21:00:00Z,143,256,128,533,102,67,44,22,212,279,55,123,493,526,286,669
2017-11-28T21:15:00Z,212,360,195,714,145,106,66,35,317,422,82,194,766,791,424,997
2017-11-28T21:30:00Z,237,413,208,829,165,115,75,38,346,460,91,209,827,849,468,1105
2017-11-28T21:45:00Z,193,329,174,648,132,96,61,32,283,379,73,173,689,699,381,898
2017-11-28T22:00:00Z,258,446,229,878,177,126,83,42,375,506,99,232,918,913,506,1203
2017-11-28T22:15:00Z,189,316,166,610,124,91,58,30,267,360,68,168,671,648,363,860
2017-11-28T22:30:00Z,145,252,131,516,98,70,47,25,217,291,57,131,560,527,290,720
2017-11-28T22:45:00Z,177,310,171,663,131,96,60,33,293,373,76,170,699,729,374,905
2017-11-28T23:00:00Z,306,523,294,1053,213,162,99,57,488,623,122,293,1204,1201,627,1515
2017-11-28T23:15:00Z,295,511,278,1038,209,152,97,54,468,599,117,279,1146,1136,605,1455
2017-11-28T23:30:00Z,315,554,289,1135,228,159,103,56,494,640,124,296,1198,1222,660,1558
2017-11-28T23:45:00Z,333,565,314,1127,229,171,104,60,512,666,128,315,1257,1282,679,1611
2017-11-29T00:00:00Z,346,588,325,1190,240,174,109,60,525,684,133,321,1288,1292,700,1658
2017-11-29T00:15:00Z,226,382,205,762,152,110,69,37,331,432,84,204,814,812,445,1052
2017-11-29T00:30:00Z,291,493,259,981,197,142,92,49,426,559,109,263,1043,1042,574,1357
2017-11-29T00:45:00Z,260,442,237,881,175,128,81,43,379,497,97,234,923,932,511,1197
2017-11-29T01:00:00Z,190,324,178,650,127,94,60,31,281,368,72,173,680,690,373,876
2017-11-29T01:15:00Z,168,282,154,560,114,85,53,28,249,332,64,154,609,613,335,784
2017-11-29T01:30:00Z,180,304,162,618,125,90,58,29,266,350,70,162,635,661,356,830
2017-11-29T01:45:00Z,148,251,130,512,104,75,48,25,220,290,58,135,527,550,295,685
2017-11-29T02:00:00Z,167,281,146,573,115,82,54,27,242,321,63,148,582,598,325,766
2017-11-29T02:15:00Z,99,166,88,343,69,50,31,16,148,196,39,91,351,373,197,457
2017-11-29T02:30:00Z,85,145,74,301,59,42,27,14,124,164,33,75,294,307,166,390
2017-11-29T02:45:00Z,57,94,51,190,38,29,18,9,85,113,22,53,208,210,113,265
2017-11-29T03:00:00Z,36,63,32,129,25,18,12,5,54,73,13,34,132,134,73,174
2017-11-29T03:15:00Z,32,53,28,104,21,16,9,5,48,65,12,30,120,121,64,152
2017-11-29T03:30:00Z,13,23,11,48,10,7,4,1,21,27,5,12,50,51,28,65
2017-11-29T03:45:00Z,2,5,1,13,2,2,1,0,6,8,1,4,15,16,8,20
2017-11-29T04:00:00Z,0,0,0,1,0,0,0,0,0,2,0,0,3,3,1,4
2017-11-29T04:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T09:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T09:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T09:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T10:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T10:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T10:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T11:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T11:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T12:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T12:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T12:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T13:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T13:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T13:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T14:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T14:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T14:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T15:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T15:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T16:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T16:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-29T16:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
2017-11-29T17:00:00Z,3,7,2,17,3,2,1,0,9,13,1,5,25,24,13,29
2017-11-29T17:15:00Z,19,34,21,66,13,12,6,3,34,45,9,21,88,82,45,101
2017-11-29T17:30:00Z,29,50,34,100,19,16,9,5,48,65,12,30,128,117,65,142
2017-11-29T17:45:00Z,44,75,53,145,29,26,14,8,76,100,19,46,197,186,100,217
2017-11-29T18:00:00Z,55,98,69,182,33,32,17,11,89,119,23,57,242,207,118,264
2017-11-29T18:15:00Z,65,114,87,216,41,49,20,13,111,160,30,79,296,282,146,356
2017-11-29T18:30:00Z,96,159,150,295,50,84,27,21,153,254,48,138,400,502,220,545
2017-11-29T18:45:00Z,159,178,322,337,58,107,29,45,341,319,68,190,462,806,354,640
2017-11-29T19:00:00Z,204,223,469,412,78,135,40,74,436,392,85,273,1126,950,452,804
2017-11-29T19:15:00Z,241,271,599,517,99,207,52,86,551,485,108,344,3151,1116,568,984
2017-11-29T19:30:00Z,318,345,713,641,127,297,68,92,741,629,136,359,1841,1361,754,1232
2017-11-29T19:45:00Z,390,484,723,882,179,294,96,98,799,837,175,419,1463,1595,957,1557
2017-11-29T20:00:00Z,471,568,861,1014,216,295,113,109,839,1228,200,496,2071,1767,902,1787
2017-11-29T20:15:00Z,638,714,1152,1277,274,387,146,139,1213,1831,237,660,3290,2414,1065,2272
2017-11-29T20:30:00Z,355,518,425,911,185,178,100,65,539,730,124,334,1437,1327,622,1419
2017-11-29T20:45:00Z,462,657,567,1108,231,247,133,93,746,1012,162,483,2055,2094,814,1949
2017-11-29T21:00:00Z,587,841,698,1331,275,303,164,113,925,1294,200,592,2430,2557,997,2309
2017-11-29T21:15:00Z,377,632,367,1139,224,193,120,70,551,759,142,360,1465,1358,722,1668
2017-11-29T21:30:00Z,565,1005,622,1409,294,306,185,118,904,1273,226,628,2238,1991,1126,2560
2017-11-29T21:45:00Z,682,1372,720,1576,326,361,216,143,946,1508,267,749,2605,2143,1339,3032
2017-11-29T22:00:00Z,414,708,388,1332,263,213,137,76,484,833,161,391,2093,1512,802,1837
2017-11-29T22:15:00Z,345,598,327,1113,477,173,113,63,399,696,133,324,1674,1231,671,1534
2017-11-29T22:30:00Z,444,759,422,1045,1819,230,566,88,532,945,166,456,2025,1354,814,1936
2017-11-29T22:45:00Z,477,777,425,1052,1412,216,1679,82,536,871,153,435,1961,1244,777,1873
2017-11-29T23:00:00Z,695,1066,544,2782,686,320,2468,122,770,1282,225,653,2843,1684,1113,2942
2017-11-29T23:15:00Z,379,1046,313,1521,399,186,138,69,480,785,134,369,1757,1167,709,1714
2017-11-29T23:30:00Z,412,1329,162,1702,415,196,146,73,508,814,142,386,1849,1226,748,1808
2017-11-29T23:45:00Z,422,914,97,1741,419,195,139,75,453,877,131,418,1752,1035,748,1911
2017-11-30T00:00:00Z,313,588,194,1389,316,150,112,56,389,625,108,295,1421,946,574,1385
2017-11-30T00:15:00Z,438,762,339,1699,443,206,144,78,438,936,132,430,1757,1021,764,2261
2017-11-30T00:30:00Z,293,593,247,1433,309,142,109,51,394,586,453,267,1388,980,557,1312
2017-11-30T00:45:00Z,283,575,240,1394,305,140,108,50,389,570,1123,262,1350,981,545,1404
2017-11-30T01:00:00Z,266,548,226,1312,288,133,101,47,370,1014,163,237,1273,932,513,1394
2017-11-30T01:15:00Z,233,478,198,1159,250,116,89,40,326,976,97,577,1124,822,448,1178
2017-11-30T01:30:00Z,231,466,196,1114,244,637,86,41,314,651,95,1034,1099,772,439,1175
2017-11-30T01:45:00Z,224,448,187,1053,234,984,83,38,292,495,89,755,1038,720,420,1138
2017-11-30T02:00:00Z,154,319,133,775,168,625,60,26,219,346,66,156,750,677,278,820
2017-11-30T02:15:00Z,138,278,115,665,147,73,52,23,185,307,56,138,647,577,558,722
2017-11-30T02:30:00Z,254,177,71,426,91,44,31,14,118,186,36,82,403,375,394,449
2017-11-30T02:45:00Z,301,120,49,305,65,32,23,145,88,132,26,59,297,274,135,322
2017-11-30T03:00:00Z,160,159,61,376,80,39,28,223,105,170,31,72,373,337,154,409
2017-11-30T03:15:00Z,31,58,21,152,31,14,10,74,39,62,11,27,136,131,55,149
2017-11-30T03:30:00Z,12,22,6,62,12,5,4,2,16,26,5,11,56,56,24,62
2017-11-30T03:45:00Z,5,11,3,34,6,3,1,0,9,14,2,6,31,32,13,35
2017-11-30T04:00:00Z,0,1,0,4,1,0,0,0,1,2,0,1,4,4,2,5
2017-11-30T04:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-30T09:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T09:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T09:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T10:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T10:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T10:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T10:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T11:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T11:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T11:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T11:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T12:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T12:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T12:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T12:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T13:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T13:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T13:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T13:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T14:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T14:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T14:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T14:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T15:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T15:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T15:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T15:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T16:00:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T16:15:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T16:30:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
2017-11-30T16:45:00Z,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,1
2017-11-30T17:00:00Z,0,2,0,10,2,0,0,0,NA,5,0,2,12,11,4,13
2017-11-30T17:15:00Z,10,20,3,57,12,5,3,1,NA,24,4,10,55,56,23,61
2017-11-30T17:30:00Z,24,47,15,124,25,11,8,5,NA,51,10,24,116,114,48,129
2017-11-30T17:45:00Z,51,94,32,241,52,22,17,10,NA,103,19,47,229,230,96,255
2017-11-30T18:00:00Z,80,147,51,379,80,35,26,16,NA,160,30,74,353,358,149,391
2017-11-30T18:15:00Z,76,144,49,362,76,32,24,15,NA,151,28,69,330,331,143,374
2017-11-30T18:30:00Z,96,182,63,462,97,41,32,19,NA,188,37,88,420,422,178,468
2017-11-30T18:45:00Z,93,179,61,451,94,39,31,19,NA,182,36,84,407,403,174,454
2017-11-30T19:00:00Z,83,156,55,399,84,35,27,17,NA,164,30,78,369,361,151,398
2017-11-30T19:15:00Z,102,200,69,517,108,44,34,21,NA,203,42,93,458,460,195,507
2017-11-30T19:30:00Z,161,308,112,813,172,71,56,36,NA,326,66,153,735,744,312,817
2017-11-30T19:45:00Z,235,439,160,1145,244,104,80,50,NA,464,92,222,1047,1048,433,1143
2017-11-30T20:00:00Z,287,535,195,1371,295,125,97,62,NA,556,111,266,1239,1253,529,1386
2017-11-30T20:15:00Z,362,635,248,1710,379,164,126,81,NA,721,136,355,1642,1628,642,1710
2017-11-30T20:30:00Z,453,823,306,2122,458,195,153,96,NA,859,167,424,1931,1942,785,2084
2017-11-30T20:45:00Z,350,639,241,1649,353,151,118,75,NA,670,131,328,1495,1503,618,1637
2017-11-30T21:00:00Z,314,572,215,1458,316,138,107,68,NA,614,117,300,1358,1340,554,1464
2017-11-30T21:15:00Z,297,543,205,1382,293,127,101,62,NA,567,109,274,1258,1232,522,1369
2017-11-30T21:30:00Z,224,417,153,1055,221,94,76,47,NA,432,84,204,947,930,402,1045
2017-11-30T21:45:00Z,199,370,137,951,201,87,69,42,NA,391,76,183,860,855,365,952
2017-11-30T22:00:00Z,179,326,122,839,179,78,63,38,NA,353,68,168,773,763,323,845
2017-11-30T22:15:00Z,310,555,213,1447,313,138,110,67,NA,611,117,293,1342,1344,558,1463
2017-11-30T22:30:00Z,228,409,153,1046,221,96,77,47,NA,429,81,207,947,924,393,1024
2017-11-30T22:45:00Z,205,369,140,957,206,90,73,45,NA,404,78,193,892,883,369,963
2017-11-30T23:00:00Z,218,401,148,1038,217,93,76,45,NA,418,82,198,922,920,392,1019
2017-11-30T23:15:00Z,196,356,134,929,197,86,70,42,NA,383,76,182,847,845,355,927
2017-11-30T23:30:00Z,183,331,125,869,187,82,66,39,NA,360,70,173,802,795,332,869
2017-11-30T23:45:00Z,271,489,184,1295,278,120,98,59,NA,526,105,254,1185,1184,489,1280
2017-12-01T00:00:00Z,279,492,190,1299,283,125,102,60,NA,543,105,265,1215,1198,496,1305
2017-12-01T00:15:00Z,225,398,151,1011,216,95,75,47,NA,428,79,209,924,895,383,1004
2017-12-01T00:30:00Z,210,372,142,956,208,93,74,45,NA,405,78,199,904,889,363,949
2017-12-01T00:45:00Z,188,339,126,875,186,80,65,39,NA,357,71,174,792,788,328,860
2017-12-01T01:00:00Z,159,283,106,733,157,69,55,34,NA,304,59,148,675,672,280,730
2017-12-01T01:15:00Z,153,268,101,694,150,66,53,32,NA,294,57,143,648,637,267,699
2017-12-01T01:30:00Z,189,336,128,868,190,83,67,41,NA,372,72,180,830,800,335,871
2017-12-01T01:45:00Z,322,568,215,1390,302,133,107,65,NA,600,113,292,1296,1238,542,1413
2017-12-01T02:00:00Z,149,266,98,673,141,60,49,29,NA,278,53,132,601,588,256,665
2017-12-01T02:15:00Z,106,189,69,477,101,44,36,22,NA,203,40,97,436,430,188,485
2017-12-01T02:30:00Z,85,155,55,390,82,35,28,17,NA,161,31,77,351,346,151,388
2017-12-01T02:45:00Z,87,153,56,380,82,36,29,17,NA,167,32,79,357,342,151,394
2017-12-01T03:00:00Z,61,111,40,285,59,24,20,11,NA,116,22,55,250,247,108,282
