datetime,logger_10956,logger_10957,logger_10958,logger_10959,logger_2488,logger_4803,logger_6377,logger_6378,logger_6379,logger_7272,logger_7274,logger_7276,logger_7277,logger_7278,logger_7279,logger_7280
2017-10-23T00:15:00Z,0,20,26,0,18,15,42,17,23,0,30,0,57,0,0,0
2017-10-23T00:30:00Z,0,44,47,63,13,57,41,43,28,0,67,38,62,0,0,0
2017-10-23T00:45:00Z,161,98,48,143,110,148,44,59,95,101,135,133,68,57,116,149
2017-10-23T01:00:00Z,10993,11023,7697,11093,7405,10272,6128,6061,7786,9763,9803,5414,3751,9448,7620,10820
2017-10-23T01:15:00Z,10183,10625,7402,9236,6281,8063,5863,4881,6153,9146,8867,4837,3830,8836,5986,10706
2017-10-23T01:30:00Z,7062,6124,5671,6281,2749,6758,2931,3144,2225,5761,6381,6016,2537,7678,5170,6406
2017-10-23T01:45:00Z,6751,5874,6062,6235,2434,6117,2684,3024,2100,5608,6294,5327,2570,7891,4638,6406
2017-10-23T02:00:00Z,4392,3623,2742,3764,1385,3943,1363,1947,1062,4156,3055,3739,2789,4427,2632,4637
2017-10-23T02:15:00Z,264,713,123,913,258,82,187,41,315,319,162,163,2413,785,322,708
2017-10-23T02:30:00Z,121,287,50,448,113,37,65,17,153,189,72,85,902,363,172,422
2017-10-23T02:45:00Z,107,347,55,525,122,45,65,23,180,255,77,99,770,463,222,561
2017-10-23T03:00:00Z,145,396,69,578,144,58,72,30,220,266,94,111,736,684,247,683
2017-10-23T03:15:00Z,115,316,53,445,122,49,56,23,184,205,86,92,554,550,198,539
2017-10-23T03:30:00Z,58,103,26,209,51,24,26,12,88,109,31,47,273,305,98,306
2017-10-23T03:45:00Z,23,45,11,102,21,10,10,4,40,50,14,20,128,128,45,141
2017-10-23T04:00:00Z,9,19,2,45,9,4,3,1,17,22,5,8,59,54,20,61
2017-10-23T04:15:00Z,0,2,0,6,2,0,0,0,3,4,0,1,12,12,4,13
2017-10-23T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T09:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T09:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T09:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T10:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T10:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T10:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T11:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T11:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T12:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T12:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T12:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T13:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T13:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T13:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T14:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T14:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T14:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T15:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T15:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T16:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T16:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23T16:30:00Z,0,0,0,4,1,0,0,0,2,3,0,0,9,10,2,11
2017-10-23T16:45:00Z,8,15,2,40,8,3,2,0,17,19,5,8,51,54,17,62
2017-10-23T17:00:00Z,23,40,11,97,20,11,10,4,42,46,13,18,122,136,42,150
2017-10-23T17:15:00Z,55,100,33,231,55,31,29,14,105,112,32,52,300,376,100,391
2017-10-23T17:30:00Z,100,187,64,424,101,55,54,24,190,205,59,92,549,674,182,709
2017-10-23T17:45:00Z,103,174,64,427,100,60,54,25,199,197,65,91,544,694,179,729
2017-10-23T18:00:00Z,171,296,109,703,169,99,91,42,327,330,106,149,896,1142,298,1218
2017-10-23T18:15:00Z,237,431,157,997,236,151,129,60,460,475,147,218,1280,1637,426,1704
2017-10-23T18:30:00Z,185,363,115,837,180,98,95,44,341,382,112,157,994,1118,337,1227
2017-10-23T18:45:00Z,256,505,157,1101,244,123,133,62,467,537,142,230,1384,1512,460,1623
2017-10-23T19:00:00Z,309,561,220,1238,296,185,161,85,614,628,196,335,1712,2307,554,2337
2017-10-23T19:15:00Z,288,552,178,1219,272,141,148,68,516,590,157,259,1522,1723,508,1944
2017-10-23T19:30:00Z,288,571,172,1246,273,131,147,67,493,607,149,248,1500,1595,511,1787
2017-10-23T19:45:00Z,261,509,146,1162,246,115,130,56,444,532,136,200,1366,1328,460,1548
2017-10-23T20:00:00Z,374,723,232,1663,368,174,199,86,649,767,200,304,1992,2100,672,2337
2017-10-23T20:15:00Z,361,734,210,1659,351,160,184,78,614,756,189,279,1920,1815,644,2153
2017-10-23T20:30:00Z,274,555,153,1253,268,123,139,58,477,572,147,208,1467,1341,486,1656
2017-10-23T20:45:00Z,224,450,131,1055,220,103,114,48,396,467,123,173,1211,1161,399,1377
2017-10-23T21:00:00Z,140,268,77,623,132,61,69,28,235,290,73,109,730,680,242,820
2017-10-23T21:15:00Z,169,333,96,758,161,72,84,33,284,355,87,131,896,812,296,999
2017-10-23T21:30:00Z,152,298,86,686,141,64,74,32,255,319,79,114,813,744,270,905
2017-10-23T21:45:00Z,130,252,70,589,119,53,61,26,213,271,65,93,696,610,229,767
2017-10-23T22:00:00Z,101,195,50,456,89,40,45,19,160,211,50,70,542,440,177,582
2017-10-23T22:15:00Z,155,301,89,750,144,65,74,33,263,320,83,109,863,788,275,957
2017-10-23T22:30:00Z,127,240,71,610,117,54,61,26,216,263,67,88,703,637,227,791
2017-10-23T22:45:00Z,59,106,31,269,52,23,26,12,96,123,30,41,322,286,106,360
2017-10-23T23:00:00Z,71,134,36,311,61,26,31,13,110,152,33,51,385,325,126,419
2017-10-23T23:15:00Z,78,147,47,341,70,32,37,17,126,166,38,62,434,419,140,493
2017-10-23T23:30:00Z,61,116,33,295,56,24,28,12,104,130,31,42,355,312,111,390
2017-10-23T23:45:00Z,44,84,23,209,39,17,20,9,75,94,23,32,258,224,80,284
2017-10-24T00:00:00Z,23,43,13,112,22,9,10,4,41,52,12,18,142,132,45,160
2017-10-24T00:15:00Z,22,43,11,111,21,8,9,4,39,49,11,16,137,124,43,153
2017-10-24T00:30:00Z,17,33,9,86,15,6,7,3,30,38,9,13,107,93,33,118
2017-10-24T00:45:00Z,18,38,9,96,18,7,8,3,33,43,10,15,120,110,37,129
2017-10-24T01:00:00Z,18,39,9,96,17,7,8,3,33,44,9,14,120,122,39,126
2017-10-24T01:15:00Z,21,45,11,111,21,10,10,4,39,51,12,18,140,147,46,143
2017-10-24T01:30:00Z,18,41,10,102,19,6,9,3,35,47,10,16,128,134,42,131
2017-10-24T01:45:00Z,16,35,8,99,17,6,8,3,31,42,10,16,114,116,36,116
2017-10-24T02:00:00Z,17,37,9,109,17,6,8,3,31,44,10,15,118,120,38,120
2017-10-24T02:15:00Z,14,32,7,98,16,4,7,2,28,38,9,14,103,105,33,106
2017-10-24T02:30:00Z,13,27,6,85,12,4,5,2,23,33,8,12,88,91,27,90
2017-10-24T02:45:00Z,11,24,5,75,12,4,5,1,21,30,7,11,81,82,25,83
2017-10-24T03:00:00Z,11,26,5,76,12,3,5,2,22,30,7,11,81,84,25,82
2017-10-24T03:15:00Z,13,31,7,85,15,5,6,2,24,39,8,15,95,95,29,94
2017-10-24T03:30:00Z,9,22,5,65,11,2,4,1,18,27,6,10,69,72,21,69
2017-10-24T03:45:00Z,3,10,1,30,5,0,1,0,9,13,2,5,35,36,11,35
2017-10-24T04:00:00Z,0,1,0,8,0,0,0,0,2,4,1,1,10,10,3,10
2017-10-24T04:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-10-24T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T09:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T09:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T09:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T10:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T10:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T10:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T11:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T11:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T12:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T12:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T12:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T13:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T13:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T13:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T14:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T14:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T14:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T15:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T15:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T16:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T16:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24T16:30:00Z,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,2
2017-10-24T16:45:00Z,1,4,0,21,3,0,0,0,6,8,1,2,24,25,7,22
2017-10-24T17:00:00Z,5,15,2,46,7,0,2,0,13,17,4,6,49,50,16,43
2017-10-24T17:15:00Z,16,37,10,110,16,1,7,3,32,42,10,15,114,115,37,98
2017-10-24T17:30:00Z,49,93,35,316,52,13,25,12,95,110,35,46,317,349,101,313
2017-10-24T17:45:00Z,97,197,66,604,98,27,49,23,180,221,63,86,614,657,198,578
2017-10-24T18:00:00Z,132,259,93,813,132,39,67,32,247,292,87,118,824,896,264,787
2017-10-24T18:15:00Z,119,224,87,754,123,36,63,31,224,257,81,109,735,823,236,732
2017-10-24T18:30:00Z,81,152,94,642,77,44,37,25,206,189,165,103,477,736,160,603
2017-10-24T18:45:00Z,176,223,216,1024,127,107,53,67,709,351,432,260,736,2299,357,1328
2017-10-24T19:00:00Z,238,249,319,1190,181,136,86,99,672,408,386,438,2139,2149,452,1752
2017-10-24T19:15:00Z,302,290,357,1427,222,178,140,123,917,476,443,606,1931,2874,522,2286
2017-10-24T19:30:00Z,395,365,293,2620,287,275,187,160,1192,576,461,601,1609,4377,608,3004
2017-10-24T19:45:00Z,567,499,356,4839,424,367,197,191,1434,744,377,690,2252,5724,743,5450
2017-10-24T20:00:00Z,631,575,398,4541,488,359,198,188,1304,810,338,679,2596,4836,759,6250
2017-10-24T20:15:00Z,697,783,604,5974,836,519,381,251,1811,1151,440,975,3692,6416,975,5609
2017-10-24T20:30:00Z,631,711,610,5963,771,457,449,236,1665,1094,395,1039,3490,6037,859,3738
2017-10-24T20:45:00Z,850,838,751,6742,871,566,605,288,1758,1377,434,1202,4177,7116,927,4784
2017-10-24T21:00:00Z,910,1007,914,7607,1002,618,625,319,1782,2185,419,1252,3957,7558,1004,6338
2017-10-24T21:15:00Z,994,1171,1040,8474,1236,643,725,331,1767,2449,438,1310,4821,7860,1092,6940
2017-10-24T21:30:00Z,1154,1316,1033,8540,1367,620,777,339,1701,2686,485,1410,5740,7665,1356,7726
2017-10-24T21:45:00Z,1284,1513,889,7970,1397,600,873,359,1587,2866,414,1581,6260,7291,1593,7308
2017-10-24T22:00:00Z,1336,1889,867,5642,1464,645,936,370,1456,3029,452,1760,6172,7914,3141,6587
2017-10-24T22:15:00Z,1353,2217,776,6329,1429,661,785,378,1281,3203,492,1833,6749,8464,1613,6476
2017-10-24T22:30:00Z,1464,2672,935,4841,1494,681,646,399,1348,3503,561,1838,7104,9113,1821,7720
2017-10-24T22:45:00Z,1186,2339,751,3667,1102,500,575,293,1136,2756,458,1202,5690,6831,1221,6210
2017-10-24T23:00:00Z,970,1923,628,3263,834,415,481,226,971,2339,415,915,5065,5810,1240,5645
2017-10-24T23:15:00Z,453,869,334,1774,410,182,223,101,502,1007,211,473,2297,2633,687,2438
2017-10-24T23:30:00Z,1025,2001,1751,3333,952,427,494,210,982,2211,471,1219,5019,6259,1621,5880
2017-10-24T23:45:00Z,772,1841,953,2701,702,308,375,171,938,1622,384,911,4089,4670,1353,4404
2017-10-25T00:00:00Z,324,656,212,1657,313,133,163,72,497,685,177,286,1759,1821,571,1630
2017-10-25T00:15:00Z,363,752,231,1764,341,141,179,84,532,836,198,338,2013,2018,657,1835
2017-10-25T00:30:00Z,1078,2194,669,4659,901,342,515,323,1303,3282,527,1328,6122,6096,1974,5409
2017-10-25T00:45:00Z,889,2012,568,3883,739,224,434,234,855,2549,417,1132,5090,2720,1495,2500
2017-10-25T01:00:00Z,771,1914,459,3464,699,137,374,193,738,2157,350,946,4568,1760,1219,1409
2017-10-25T01:15:00Z,657,1683,315,2971,542,92,306,161,618,1617,304,543,3518,1458,747,1004
2017-10-25T01:30:00Z,623,1440,262,2678,598,79,266,108,562,905,275,334,2874,1418,629,907
2017-10-25T01:45:00Z,285,788,154,1684,352,62,150,56,344,499,177,218,1951,1065,381,763
2017-10-25T02:00:00Z,291,833,172,2317,369,69,228,55,385,454,222,204,3057,1186,390,796
2017-10-25T02:15:00Z,172,461,110,1374,221,45,132,35,252,310,135,136,1816,796,258,564
2017-10-25T02:30:00Z,154,491,99,1100,215,43,114,31,252,313,138,128,2011,774,246,517
2017-10-25T02:45:00Z,122,495,76,666,165,30,88,22,206,382,112,89,1364,629,196,383
2017-10-25T03:00:00Z,100,385,59,543,137,27,57,18,179,202,91,72,651,539,178,348
2017-10-25T03:15:00Z,82,253,44,441,109,23,43,15,148,160,72,59,487,453,149,312
2017-10-25T03:30:00Z,38,83,20,209,41,10,18,6,62,82,26,31,223,200,70,171
2017-10-25T03:45:00Z,21,43,11,123,23,5,10,4,38,47,14,19,130,123,41,112
2017-10-25T04:00:00Z,7,17,3,51,9,0,2,0,15,19,5,7,56,54,17,49
2017-10-25T04:15:00Z,0,1,0,6,1,0,0,0,2,2,0,1,7,7,1,7
2017-10-25T04:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T04:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T05:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T05:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T05:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T06:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T06:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T06:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T07:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T07:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T07:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T08:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T08:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T08:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T09:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T09:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T09:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T09:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T10:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T10:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T10:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T10:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T11:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T11:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T11:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T11:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T12:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T12:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T12:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T12:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T13:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T13:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T13:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T13:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T14:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T14:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T14:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T14:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T15:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T15:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T15:45:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T16:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T16:15:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-25T16:30:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2017-10-25T16:45:00Z,0,2,0,12,2,0,0,0,3,2,0,1,15,14,4,14
2017-10-25T17:00:00Z,6,16,2,50,9,0,2,0,16,17,5,7,54,52,16,49
2017-10-25T17:15:00Z,16,36,10,100,18,0,7,3,31,35,10,14,107,103,34,98
2017-10-25T17:30:00Z,32,69,20,192,36,11,16,6,60,69,21,28,201,194,63,187
2017-10-25T17:45:00Z,32,69,20,192,36,9,16,6,60,70,21,28,202,194,64,187
2017-10-25T18:00:00Z,67,143,44,392,71,27,34,14,121,144,41,58,405,395,128,375
2017-10-25T18:15:00Z,88,185,56,511,96,36,46,18,161,186,57,72,529,509,169,492
2017-10-25T18:30:00Z,184,388,123,1048,196,81,97,41,323,393,113,158,1086,1061,346,1012
2017-10-25T18:45:00Z,179,372,121,1040,193,80,95,39,325,378,115,152,1057,1045,338,1011
2017-10-25T19:00:00Z,159,341,104,916,169,68,82,35,284,343,98,132,948,907,301,874
2017-10-25T19:15:00Z,198,415,131,1139,213,88,105,43,357,423,125,167,1177,1135,375,1108
2017-10-25T19:30:00Z,291,578,206,1699,319,137,160,70,529,609,189,259,1697,1717,542,1687
2017-10-25T19:45:00Z,409,784,293,2340,445,197,230,101,729,847,255,377,2353,2438,738,2372
2017-10-25T20:00:00Z,463,850,335,2711,497,229,255,116,850,932,297,432,2630,2806,821,2772
2017-10-25T20:15:00Z,445,704,363,2837,509,254,276,133,904,856,289,504,2523,3096,731,2914
2017-10-25T20:30:00Z,721,955,717,6780,946,510,572,272,2017,1338,471,1168,4330,6544,1024,4463
2017-10-25T20:45:00Z,885,1249,774,6492,958,535,636,283,1849,1661,487,1158,4821,6590,1201,4955
2017-10-25T21:00:00Z,692,1109,596,4564,749,382,434,208,1294,1460,387,807,3707,4692,1046,4213
2017-10-25T21:15:00Z,615,1151,473,3617,656,307,348,162,1088,1285,375,610,3472,3778,1066,3569
2017-10-25T21:30:00Z,539,1094,375,3045,568,249,288,128,940,1140,332,482,3107,3108,977,2963
2017-10-25T21:45:00Z,511,1017,353,2816,542,239,275,123,907,1082,313,457,2976,2999,931,2831
2017-10-25T22:00:00Z,689,1357,465,3405,701,320,373,168,1104,1472,379,651,3896,3964,1253,3746
2017-10-25T22:15:00Z,647,1327,440,3488,531,302,318,157,933,1393,361,608,3439,3743,1171,3539
2017-10-25T22:30:00Z,667,1386,464,3517,516,311,330,140,945,1448,367,640,3405,3928,1181,3639
2017-10-25T22:45:00Z,500,1070,335,2800,494,217,242,105,779,1090,295,406,2668,3120,923,2909
2017-10-25T23:00:00Z,308,649,207,1575,317,133,146,66,489,691,171,245,1673,1950,575,1349
2017-10-25T23:15:00Z,278,583,184,1600,285,122,132,60,451,624,172,212,1508,1795,531,863
2017-10-25T23:30:00Z,505,1046,342,2653,499,212,198,106,729,1121,282,382,2679,3132,902,2641
