growth.rate,dom,light.level,time.point,genotype,frag.id,tank,.fitted,.resid,.hat,.cooksd,.fixed,.mu,.offset,.sqrtXwt,.sqrtrwt,.weights,.wtres,big.tank,dli
0.355863531,C,High Shade,T2,888,219,15,0.054315678,0.301547853,0.060532924,0.000117685,0.09731548,0.054315678,0,1,1,1,0.301547853,17,0.502115527
0.136470479,C,High Shade,T1,903,224,4,0.165760493,-0.029290014,0.059381193,1.09E-06,0.194436565,0.165760493,0,1,1,1,-0.029290014,13,0.502115527
0.115424701,C,High Shade,T2,903,224,4,0.068639408,0.046785293,0.059381193,2.77E-06,0.09731548,0.068639408,0,1,1,1,0.046785293,13,0.502115527
0.281415895,C,High Shade,T1,891,233,15,0.226196773,0.055219122,0.060827899,3.97E-06,0.194436565,0.226196773,0,1,1,1,0.055219122,17,0.502115527
0.072387644,C,High Shade,T2,891,233,15,0.129075688,-0.056688044,0.060827899,4.18E-06,0.09731548,0.129075688,0,1,1,1,-0.056688044,17,0.502115527
0.045817259,C,High Shade,T1,855,235,11,0.144913901,-0.099096642,0.059105498,1.24E-05,0.194436565,0.144913901,0,1,1,1,-0.099096642,16,0.502115527
0.139282533,C,High Shade,T2,855,235,11,0.047792815,0.091489717,0.059105498,1.05E-05,0.09731548,0.047792815,0,1,1,1,0.091489717,16,0.502115527
0.129200925,C,High Shade,T1,892,241,8,0.195893978,-0.066693053,0.061379312,5.85E-06,0.194436565,0.195893978,0,1,1,1,-0.066693053,14,0.502115527
0.059426062,C,High Shade,T2,892,241,8,0.098772893,-0.039346831,0.061379312,2.04E-06,0.09731548,0.098772893,0,1,1,1,-0.039346831,14,0.502115527
0.454601133,C,High Shade,T1,885,244,11,0.199223242,0.255377891,0.059082303,8.21E-05,0.194436565,0.199223242,0,1,1,1,0.255377891,16,0.502115527
0.012485471,C,High Shade,T2,885,244,11,0.102102156,-0.089616685,0.059082303,1.01E-05,0.09731548,0.102102156,0,1,1,1,-0.089616685,16,0.502115527
0.397691255,C,High Shade,T1,882,249,4,0.154388233,0.243303022,0.059702447,7.54E-05,0.194436565,0.154388233,0,1,1,1,0.243303022,13,0.502115527
-0.078911676,C,High Shade,T2,882,249,4,0.057267148,-0.136178824,0.059702447,2.36E-05,0.09731548,0.057267148,0,1,1,1,-0.136178824,13,0.502115527
0.298034495,C,High Shade,T1,865,253,11,0.175025879,0.123008615,0.059427018,1.92E-05,0.194436565,0.175025879,0,1,1,1,0.123008615,16,0.502115527
0.08216214,C,High Shade,T2,865,253,11,0.077904794,0.004257346,0.059427018,2.30E-08,0.09731548,0.077904794,0,1,1,1,0.004257346,16,0.502115527
0.37298577,C,High Shade,T1,901,258,8,0.2445848,0.12840097,0.061047845,2.15E-05,0.194436565,0.2445848,0,1,1,1,0.12840097,14,0.502115527
0.232431812,C,High Shade,T2,901,258,8,0.147463714,0.084968097,0.061047845,9.43E-06,0.09731548,0.147463714,0,1,1,1,0.084968097,14,0.502115527
0.182642515,C,High Shade,T1,887,262,4,0.195166506,-0.012523991,0.059381193,1.99E-07,0.194436565,0.195166506,0,1,1,1,-0.012523991,13,0.502115527
-0.000870165,C,High Shade,T2,887,262,4,0.098045421,-0.098915586,0.059381193,1.24E-05,0.09731548,0.098045421,0,1,1,1,-0.098915586,13,0.502115527
0.216042249,C,High Shade,T1,883,271,8,0.149682926,0.066359322,0.061050849,5.75E-06,0.194436565,0.149682926,0,1,1,1,0.066359322,14,0.502115527
0.111855168,C,High Shade,T2,883,271,8,0.052561841,0.059293327,0.061050849,4.59E-06,0.09731548,0.052561841,0,1,1,1,0.059293327,14,0.502115527
0.086358494,C,High Shade,T1,869,272,8,0.157937159,-0.071578665,0.061047845,6.69E-06,0.194436565,0.157937159,0,1,1,1,-0.071578665,14,0.502115527
0.20291914,C,High Shade,T2,869,272,8,0.060816074,0.142103066,0.061047845,2.64E-05,0.09731548,0.060816074,0,1,1,1,0.142103066,14,0.502115527
0.369950056,C,High Shade,T1,900,277,11,0.188504633,0.181445423,0.059251662,4.16E-05,0.194436565,0.188504633,0,1,1,1,0.181445423,16,0.502115527
0.163955856,C,High Shade,T2,900,277,11,0.091383548,0.072572309,0.059251662,6.65E-06,0.09731548,0.091383548,0,1,1,1,0.072572309,16,0.502115527
0.043503938,C,High Shade,T1,853,288,15,0.262227287,-0.218723349,0.06115932,6.26E-05,0.194436565,0.262227287,0,1,1,1,-0.218723349,17,0.502115527
0.057466571,C,High Shade,T2,853,288,15,0.165106202,-0.107639631,0.06115932,1.52E-05,0.09731548,0.165106202,0,1,1,1,-0.107639631,17,0.502115527
0.419839087,D,Low Shade,T1,852,1,2,0.863181056,-0.443341969,0.101971301,0.00046898,0.479486482,0.863181056,0,1,1,1,-0.443341969,13,1.669708749
0.574376866,D,Low Shade,T2,852,1,2,-0.337906258,0.912283124,0.101969811,0.001985765,-0.721600832,-0.337906258,0,1,1,1,0.912283124,13,1.420391927
0.114340451,D,Low Shade,T1,862,7,14,-0.032225233,0.146565683,0.100369269,5.03E-05,0.479486482,-0.032225233,0,1,1,1,0.146565683,17,1.669708749
0.016563491,D,Low Shade,T1,886,13,6,0.441160924,-0.424597432,0.102861464,0.000434778,0.479486482,0.441160924,0,1,1,1,-0.424597432,14,1.669708749
0.124392921,D,Low Shade,T2,886,13,6,-0.759926391,0.884319312,0.102858852,0.001885893,-0.721600832,-0.759926391,0,1,1,1,0.884319312,14,1.420391927
0.468885525,C,Low Shade,T1,867,15,14,0.617751615,-0.14886609,0.063680256,3.04E-05,0.942850988,0.617751615,0,1,1,1,-0.14886609,17,1.669708749
0.480585744,C,Low Shade,T2,867,15,14,0.27781127,0.202774474,0.062925545,5.56E-05,0.602910643,0.27781127,0,1,1,1,0.202774474,17,1.420391927
0.181019805,D,Low Shade,T1,854,28,10,0.530791362,-0.349771557,0.106053925,0.000306374,0.479486482,0.530791362,0,1,1,1,-0.349771557,16,1.669708749
0.28274261,D,Low Shade,T2,854,28,10,-0.670295952,0.953038562,0.106052866,0.002274565,-0.721600832,-0.670295952,0,1,1,1,0.953038562,16,1.420391927
0.874530709,D,Low Shade,T1,876,32,6,0.281626127,0.592904581,0.10285606,0.000847723,0.479486482,0.281626127,0,1,1,1,0.592904581,14,1.669708749
-0.381246969,D,Low Shade,T2,876,32,6,-0.919461187,0.538214217,0.102853647,0.000698525,-0.721600832,-0.919461187,0,1,1,1,0.538214217,14,1.420391927
2.646314363,D,Low Shade,T1,896,36,10,0.650665226,1.995649137,0.106037114,0.009971628,0.479486482,0.650665226,0,1,1,1,1.995649137,16,1.669708749
1.031460126,D,Low Shade,T2,896,36,10,-0.550422088,1.581882214,0.106035073,0.00626521,-0.721600832,-0.550422088,0,1,1,1,1.581882214,16,1.420391927
0.261176913,C,Low Shade,T1,893,44,6,0.712641893,-0.451464979,0.058592674,0.000254282,0.942850988,0.712641893,0,1,1,1,-0.451464979,14,1.669708749
0.203986693,C,Low Shade,T2,893,44,6,0.372701548,-0.168714855,0.057961149,3.51E-05,0.602910643,0.372701548,0,1,1,1,-0.168714855,14,1.420391927
0.289639395,D,Low Shade,T1,867B,48,14,0.146784454,0.142854941,0.10062562,4.79E-05,0.479486482,0.146784454,0,1,1,1,0.142854941,17,1.669708749
0.010740615,D,Low Shade,T2,867B,48,14,-1.05430286,1.065043475,0.100627955,0.002662891,-0.721600832,-1.05430286,0,1,1,1,1.065043475,17,1.420391927
0.086444054,D,Low Shade,T1,916,55,14,0.146163235,-0.059719181,0.100334937,8.34E-06,0.479486482,0.146163235,0,1,1,1,-0.059719181,17,1.669708749
0.295994927,D,Low Shade,T2,916,55,14,-1.054924079,1.350919006,0.10033324,0.004268928,-0.721600832,-1.054924079,0,1,1,1,1.350919006,17,1.420391927
0.000254018,D,Low Shade,T1,909,57,14,0.335607812,-0.335353794,0.100334937,0.000263073,0.479486482,0.335607812,0,1,1,1,-0.335353794,17,1.669708749
0.154916338,D,Low Shade,T2,909,57,14,-0.865479503,1.020395841,0.10033324,0.002435553,-0.721600832,-0.865479503,0,1,1,1,1.020395841,17,1.420391927
0.371523293,D,Low Shade,T1,912,64,2,0.884329354,-0.512806061,0.10194951,0.00062729,0.479486482,0.884329354,0,1,1,1,-0.512806061,13,1.669708749
0.583086077,D,Low Shade,T2,912,64,2,-0.31675796,0.899844038,0.101946631,0.001931443,-0.721600832,-0.31675796,0,1,1,1,0.899844038,13,1.420391927
0.942170394,D,Low Shade,T1,910,69,2,0.919872875,0.022297519,0.101809748,1.18E-06,0.479486482,0.919872875,0,1,1,1,0.022297519,13,1.669708749
0.385425566,D,Low Shade,T2,910,69,2,-0.281214439,0.666640006,0.101803774,0.001058237,-0.721600832,-0.281214439,0,1,1,1,0.666640006,13,1.420391927
0.4579224,C,Low Shade,T1,919,73,6,0.754101208,-0.296178808,0.059624982,0.000111612,0.942850988,0.754101208,0,1,1,1,-0.296178808,14,1.669708749
0.486058379,C,Low Shade,T2,919,73,6,0.414160863,0.071897516,0.058995243,6.50E-06,0.602910643,0.414160863,0,1,1,1,0.071897516,14,1.420391927
-0.080148954,D,Low Shade,T1,911,82,6,0.294911143,-0.375060097,0.102860736,0.000339243,0.479486482,0.294911143,0,1,1,1,-0.375060097,14,1.669708749
0.146425962,D,Low Shade,T2,911,82,6,-0.906176171,1.052602133,0.102858683,0.002671939,-0.721600832,-0.906176171,0,1,1,1,1.052602133,14,1.420391927
0.141737203,D,Low Shade,T1,922,84,10,0.532920425,-0.391183221,0.106189517,0.000383822,0.479486482,0.532920425,0,1,1,1,-0.391183221,16,1.669708749
0.204447903,D,Low Shade,T2,922,84,10,-0.668166889,0.872614792,0.106189352,0.001909914,-0.721600832,-0.668166889,0,1,1,1,0.872614792,16,1.420391927
0.228790102,C,Low Shade,T1,920,87,10,1.000442945,-0.771652843,0.069326297,0.000899344,0.942850988,1.000442945,0,1,1,1,-0.771652843,16,1.669708749
0.313888942,C,Low Shade,T2,920,87,10,0.660502601,-0.346613659,0.068516498,0.000179026,0.602910643,0.660502601,0,1,1,1,-0.346613659,16,1.420391927
0.049747443,C,Low Shade,T1,873,103,14,0.577659953,-0.527912509,0.063688191,0.00038205,0.942850988,0.577659953,0,1,1,1,-0.527912509,17,1.669708749
0.196403801,C,Low Shade,T2,873,103,14,0.237719608,-0.041315807,0.062935306,2.31E-06,0.602910643,0.237719608,0,1,1,1,-0.041315807,17,1.420391927
0.104376268,C,Low Shade,T1,881,105,6,0.711944303,-0.607568034,0.058051955,0.000455755,0.942850988,0.711944303,0,1,1,1,-0.607568034,14,1.669708749
0.21887225,C,Low Shade,T2,881,105,6,0.372003958,-0.153131708,0.057419413,2.86E-05,0.602910643,0.372003958,0,1,1,1,-0.153131708,14,1.420391927
0.868288522,D,Low Shade,T1,868,110,2,0.876727073,-0.00843855,0.10311654,1.72E-07,0.479486482,0.876727073,0,1,1,1,-0.00843855,13,1.669708749
0.096001031,C,Low Shade,T1,875,114,6,0.793681454,-0.697680423,0.058592674,0.000607267,0.942850988,0.793681454,0,1,1,1,-0.697680423,14,1.669708749
0.484768563,C,Low Shade,T2,875,114,6,0.453741109,0.031027454,0.057961149,1.19E-06,0.602910643,0.453741109,0,1,1,1,0.031027454,14,1.420391927
0.855209461,C,Low Shade,T1,866,118,2,1.341175556,-0.485966095,0.071126344,0.000367374,0.942850988,1.341175556,0,1,1,1,-0.485966095,13,1.669708749
0.203100596,C,Low Shade,T2,866,118,2,1.001235211,-0.798134615,0.068488676,0.000948798,0.602910643,1.001235211,0,1,1,1,-0.798134615,13,1.420391927
0.270163552,C,Low Shade,T1,863,127,10,0.955886234,-0.685722682,0.069326297,0.000710197,0.942850988,0.955886234,0,1,1,1,-0.685722682,16,1.669708749
0.421556719,C,Low Shade,T2,863,127,10,0.615945889,-0.19438917,0.068516498,5.63E-05,0.602910643,0.615945889,0,1,1,1,-0.19438917,16,1.420391927
0.10676361,C,Low Shade,T1,859,131,6,0.719767559,-0.613003948,0.058592674,0.000468806,0.942850988,0.719767559,0,1,1,1,-0.613003948,14,1.669708749
0.166936179,C,Low Shade,T2,859,131,6,0.379827214,-0.212891035,0.057961149,5.59E-05,0.602910643,0.379827214,0,1,1,1,-0.212891035,14,1.420391927
-0.030455148,D,Low Shade,T2,878,135,2,-0.340776426,0.310321278,0.10277879,0.00023201,-0.721600832,-0.340776426,0,1,1,1,0.310321278,13,1.420391927
0.382263979,C,Low Shade,T1,877,139,14,0.60468089,-0.222416911,0.063680256,6.78E-05,0.942850988,0.60468089,0,1,1,1,-0.222416911,17,1.669708749
0.598341042,C,Low Shade,T2,877,139,14,0.264740546,0.333600496,0.062925545,0.000150491,0.602910643,0.264740546,0,1,1,1,0.333600496,17,1.420391927
0.436738782,C,Low Shade,T1,UNKNOWN1,142,14,0.64689778,-0.210158998,0.064690714,6.16E-05,0.942850988,0.64689778,0,1,1,1,-0.210158998,17,1.669708749
0.726470605,C,Low Shade,T2,UNKNOWN1,142,14,0.306957436,0.41951317,0.063938025,0.000242337,0.602910643,0.306957436,0,1,1,1,0.41951317,17,1.420391927
0.100822505,C,Low Shade,T1,861,147,14,0.858847392,-0.758024887,0.063680256,0.000787594,0.942850988,0.858847392,0,1,1,1,-0.758024887,17,1.669708749
0.681260654,C,Low Shade,T2,861,147,14,0.518907048,0.162353607,0.062925545,3.56E-05,0.602910643,0.518907048,0,1,1,1,0.162353607,17,1.420391927
1.305932699,C,Low Shade,T1,899,153,10,1.042018991,0.263913708,0.069639574,0.000105744,0.942850988,1.042018991,0,1,1,1,0.263913708,16,1.669708749
2.341982769,C,Low Shade,T2,899,153,10,0.702078647,1.639904123,0.068830813,0.004028482,0.602910643,0.702078647,0,1,1,1,1.639904123,16,1.420391927
0.913422813,C,Low Shade,T1,860,155,14,0.803088025,0.110334788,0.063688191,1.67E-05,0.942850988,0.803088025,0,1,1,1,0.110334788,17,1.669708749
1.582181094,C,Low Shade,T2,860,155,14,0.463147681,1.119033413,0.062935306,0.001693636,0.602910643,0.463147681,0,1,1,1,1.119033413,17,1.420391927
0.90172029,C,Low Shade,T1,890,160,6,0.774202109,0.127518181,0.058592674,2.03E-05,0.942850988,0.774202109,0,1,1,1,0.127518181,14,1.669708749
0.892377599,C,Low Shade,T2,890,160,6,0.434261765,0.458115834,0.057961149,0.00025866,0.602910643,0.434261765,0,1,1,1,0.458115834,14,1.420391927
0.356839795,C,Low Shade,T2,858,195,2,1.003115569,-0.646275774,0.069336298,0.000630942,0.602910643,1.003115569,0,1,1,1,-0.646275774,13,1.420391927
0.096958886,C,Low Shade,T1,905,199,10,0.972380401,-0.875421515,0.069326297,0.001157487,0.942850988,0.972380401,0,1,1,1,-0.875421515,16,1.669708749
0.17477601,C,Low Shade,T2,905,199,10,0.632440056,-0.457664046,0.068516498,0.000312117,0.602910643,0.632440056,0,1,1,1,-0.457664046,16,1.420391927
0.172255546,C,Low Shade,T2,895,203,2,1.124055719,-0.951800173,0.068160588,0.001341904,0.602910643,1.124055719,0,1,1,1,-0.951800173,13,1.420391927
0.10503447,C,Low Shade,T1,856,208,6,0.70385714,-0.598822669,0.059272445,0.000453211,0.942850988,0.70385714,0,1,1,1,-0.598822669,14,1.669708749
0.006723781,C,Low Shade,T2,856,208,6,0.363916795,-0.357193014,0.058643149,0.000159328,0.602910643,0.363916795,0,1,1,1,-0.357193014,14,1.420391927
0.370254312,C,Low Shade,T1,888,220,10,0.945888885,-0.575634573,0.06933499,0.000500539,0.942850988,0.945888885,0,1,1,1,-0.575634573,16,1.669708749
0.159541523,C,Low Shade,T2,888,220,10,0.605948541,-0.446407018,0.068525376,0.000296996,0.602910643,0.605948541,0,1,1,1,-0.446407018,16,1.420391927
0.313616382,C,Low Shade,T1,903,223,6,0.727151804,-0.413535422,0.058592674,0.00021335,0.942850988,0.727151804,0,1,1,1,-0.413535422,14,1.669708749
0.089587377,C,Low Shade,T2,903,223,6,0.387211459,-0.297624082,0.057961149,0.000109173,0.602910643,0.387211459,0,1,1,1,-0.297624082,14,1.420391927
0.27739012,C,Low Shade,T1,855,236,2,1.336370257,-1.058980137,0.070817846,0.001735783,0.942850988,1.336370257,0,1,1,1,-1.058980137,13,1.669708749
0.407498568,C,Low Shade,T2,855,236,2,0.996429913,-0.588931344,0.06817758,0.000513906,0.602910643,0.996429913,0,1,1,1,-0.588931344,13,1.420391927
0.387458491,C,Low Shade,T1,892,240,10,1.011305918,-0.623847426,0.06963324,0.000590804,0.942850988,1.011305918,0,1,1,1,-0.623847426,16,1.669708749
0.260449233,C,Low Shade,T2,892,240,10,0.671365573,-0.41091634,0.068824369,0.000252909,0.602910643,0.671365573,0,1,1,1,-0.41091634,16,1.420391927
2.115621481,C,Low Shade,T1,885,243,14,0.677100367,1.438521115,0.063680256,0.002836401,0.942850988,0.677100367,0,1,1,1,1.438521115,17,1.669708749
2.195203646,C,Low Shade,T2,885,243,14,0.337160022,1.858043624,0.062925545,0.004668414,0.602910643,0.337160022,0,1,1,1,1.858043624,17,1.420391927
0.204226853,C,Low Shade,T1,882,248,6,0.715779544,-0.511552691,0.058916436,0.000328503,0.942850988,0.715779544,0,1,1,1,-0.511552691,14,1.669708749
0.054846275,C,Low Shade,T2,882,248,6,0.375839199,-0.320992925,0.058286452,0.000127791,0.602910643,0.375839199,0,1,1,1,-0.320992925,14,1.420391927
1.117321848,C,Low Shade,T1,901,257,2,1.40452193,-0.287200082,0.070799029,0.000127631,0.942850988,1.40452193,0,1,1,1,-0.287200082,13,1.669708749
1.531575078,C,Low Shade,T2,901,257,2,1.064581586,0.466993492,0.068160588,0.000323037,0.602910643,1.064581586,0,1,1,1,0.466993492,13,1.420391927
0.649983058,C,Low Shade,T1,887,261,6,0.756557817,-0.106574758,0.058592674,1.42E-05,0.942850988,0.756557817,0,1,1,1,-0.106574758,14,1.669708749
0.192337252,C,Low Shade,T2,887,261,6,0.416617472,-0.224280221,0.057961149,6.20E-05,0.602910643,0.416617472,0,1,1,1,-0.224280221,14,1.420391927
0.403343844,C,Low Shade,T1,883,270,14,0.596040826,-0.192696982,0.063688191,5.09E-05,0.942850988,0.596040826,0,1,1,1,-0.192696982,17,1.669708749
0.457032118,C,Low Shade,T2,883,270,14,0.256100481,0.200931637,0.062935306,5.46E-05,0.602910643,0.256100481,0,1,1,1,0.200931637,17,1.420391927
0.454212246,C,Low Shade,T1,869,275,2,1.31787429,-0.863662044,0.070799029,0.001154182,0.942850988,1.31787429,0,1,1,1,-0.863662044,13,1.669708749
0.477973501,C,Low Shade,T2,869,275,2,0.977933945,-0.499960444,0.068160588,0.000370255,0.602910643,0.977933945,0,1,1,1,-0.499960444,13,1.420391927
0.580779719,C,Low Shade,T1,900,278,6,0.78005444,-0.199274721,0.058761587,4.97E-05,0.942850988,0.78005444,0,1,1,1,-0.199274721,14,1.669708749
0.593161485,C,Low Shade,T2,900,278,6,0.440114096,0.153047389,0.058130264,2.90E-05,0.602910643,0.440114096,0,1,1,1,0.153047389,14,1.420391927
0.073740678,D,Natural,T1,852,2,9,1.079728881,-1.005988203,0.100804243,0.002380865,0.858675125,1.079728881,0,1,1,1,-1.005988203,16,4.128284062
0.499561814,D,Natural,T1,862,6,1,0.783505878,-0.283944064,0.099503593,0.000186689,0.858675125,0.783505878,0,1,1,1,-0.283944064,13,4.128284062
-0.432823221,D,Natural,T2,862,6,1,1.088955938,-1.52177916,0.119878157,0.006762955,1.164125186,1.088955938,0,1,1,1,-1.52177916,13,3.470265788
0.227923362,D,Natural,T1,886,11,13,0.847523096,-0.619599735,0.107646603,0.000979327,0.858675125,0.847523096,0,1,1,1,-0.619599735,17,4.128284062
0.401909437,D,Natural,T2,886,11,13,1.152973156,-0.751063719,0.130051186,0.001829192,1.164125186,1.152973156,0,1,1,1,-0.751063719,17,3.470265788
1.288484262,C,Natural,T1,867,14,5,1.453814734,-0.165330472,0.060177034,3.51E-05,1.710935246,1.453814734,0,1,1,1,-0.165330472,14,4.128284062
2.031377311,C,Natural,T2,867,14,5,1.709613374,0.321763938,0.060177034,0.000133104,1.966733886,1.709613374,0,1,1,1,0.321763938,14,3.470265788
0.381824627,D,Natural,T1,864,20,1,0.984497918,-0.602673291,0.100743062,0.000853867,0.858675125,0.984497918,0,1,1,1,-0.602673291,13,4.128284062
0.266512051,D,Natural,T1,854,26,5,0.608904826,-0.342392774,0.100407381,0.000274474,0.858675125,0.608904826,0,1,1,1,-0.342392774,14,4.128284062
0.926180684,D,Natural,T2,854,26,5,0.914354886,0.011825799,0.120828085,4.13E-07,1.164125186,0.914354886,0,1,1,1,0.011825799,14,3.470265788
0.736275041,D,Natural,T1,876,31,9,1.098080502,-0.361805461,0.100240396,0.000305857,0.858675125,1.098080502,0,1,1,1,-0.361805461,16,4.128284062
0.978762957,D,Natural,T2,876,31,9,1.403530562,-0.424767605,0.116267712,0.000506873,1.164125186,1.403530562,0,1,1,1,-0.424767605,16,3.470265788
3.398727781,D,Natural,T1,896,35,1,1.097342297,2.301385484,0.099477237,0.012260038,0.858675125,1.097342297,0,1,1,1,2.301385484,13,4.128284062
3.032798154,D,Natural,T2,896,35,1,1.402792358,1.630005796,0.119867434,0.00775822,1.164125186,1.402792358,0,1,1,1,1.630005796,13,3.470265788
1.642030747,C,Natural,T1,871,41,13,1.555832329,0.086198418,0.058348211,9.23E-06,1.710935246,1.555832329,0,1,1,1,0.086198418,17,4.128284062
1.861846964,C,Natural,T2,871,41,13,1.811630969,0.050215995,0.058348211,3.13E-06,1.966733886,1.811630969,0,1,1,1,0.050215995,17,3.470265788
0.423842348,C,Natural,T1,893,43,13,1.507899681,-1.084057333,0.057677673,0.00144043,1.710935246,1.507899681,0,1,1,1,-1.084057333,17,4.128284062
0.569389604,C,Natural,T2,893,43,13,1.763698321,-1.194308717,0.057677673,0.001748319,1.966733886,1.763698321,0,1,1,1,-1.194308717,17,3.470265788
0.546311278,D,Natural,T1,867B,47,5,0.593951957,-0.047640679,0.101162284,5.36E-06,0.858675125,0.593951957,0,1,1,1,-0.047640679,14,4.128284062
1.09679248,D,Natural,T1,912,53,9,1.100877179,-0.004084699,0.10037035,3.90E-08,0.858675125,1.100877179,0,1,1,1,-0.004084699,16,4.128284062
2.074511015,D,Natural,T2,912,53,9,1.406327239,0.668183776,0.116393465,0.001255976,1.164125186,1.406327239,0,1,1,1,0.668183776,16,3.470265788
1.048554094,D,Natural,T1,916,56,5,0.593330738,0.455223356,0.100379648,0.000485015,0.858675125,0.593330738,0,1,1,1,0.455223356,14,4.128284062
0.30777998,D,Natural,T2,916,56,5,0.898780798,-0.591000818,0.120802445,0.001030049,1.164125186,0.898780798,0,1,1,1,-0.591000818,14,3.470265788
0.672169889,D,Natural,T1,922,70,13,0.68390124,-0.011731351,0.108504103,3.55E-07,0.858675125,0.68390124,0,1,1,1,-0.011731351,17,4.128284062
1.031534729,C,Natural,T1,920,74,1,1.836015632,-0.804480903,0.056601037,0.000776683,1.710935246,1.836015632,0,1,1,1,-0.804480903,13,4.128284062
3.236914663,C,Natural,T2,920,74,1,2.091814272,1.145100391,0.056601037,0.001573619,1.966733886,2.091814272,0,1,1,1,1.145100391,13,3.470265788
0.322874638,D,Natural,T1,909,75,5,0.782775315,-0.459900677,0.100379648,0.000495033,0.858675125,0.782775315,0,1,1,1,-0.459900677,14,4.128284062
0.61249587,D,Natural,T2,909,75,5,1.088225375,-0.475729505,0.120802445,0.000667424,1.164125186,1.088225375,0,1,1,1,-0.475729505,14,3.470265788
2.139001248,D,Natural,T1,910,78,9,1.1364207,1.002580548,0.100224253,0.002348127,0.858675125,1.1364207,0,1,1,1,1.002580548,16,4.128284062
2.790924718,D,Natural,T2,910,78,9,1.44187076,1.349053957,0.116249755,0.005111759,1.164125186,1.44187076,0,1,1,1,1.349053957,16,3.470265788
0.977541117,D,Natural,T1,911,83,1,0.996969572,-0.019428454,0.099489965,8.74E-07,0.858675125,0.996969572,0,1,1,1,-0.019428454,13,4.128284062
2.395127922,D,Natural,T2,911,83,1,1.302419632,1.09270829,0.119869317,0.003486591,1.164125186,1.302419632,0,1,1,1,1.09270829,13,3.470265788
0.863016635,C,Natural,T1,873,102,9,1.896682625,-1.033665991,0.059942584,0.001367621,1.710935246,1.896682625,0,1,1,1,-1.033665991,16,4.128284062
1.414232529,C,Natural,T2,873,102,9,2.152481265,-0.738248736,0.059942584,0.000697607,1.966733886,2.152481265,0,1,1,1,-0.738248736,16,3.470265788
0.815906973,C,Natural,T1,881,107,1,1.802898347,-0.986991374,0.055636954,0.001146808,1.710935246,1.802898347,0,1,1,1,-0.986991374,13,4.128284062
2.579471006,C,Natural,T2,881,107,1,2.058696987,0.520774019,0.055636954,0.000319273,1.966733886,2.058696987,0,1,1,1,0.520774019,13,3.470265788
2.375982598,C,Natural,T1,875,113,13,1.588939242,0.787043356,0.057677673,0.00075925,1.710935246,1.588939242,0,1,1,1,0.787043356,17,4.128284062
3.824566203,C,Natural,T2,875,113,13,1.844737882,1.979828321,0.057677673,0.004804438,1.966733886,1.844737882,0,1,1,1,1.979828321,17,3.470265788
1.758983217,C,Natural,T1,866,117,13,1.536526795,0.222456422,0.058019962,6.11E-05,1.710935246,1.536526795,0,1,1,1,0.222456422,17,4.128284062
1.988747388,C,Natural,T2,866,117,13,1.792325435,0.196421952,0.058019962,4.76E-05,1.966733886,1.792325435,0,1,1,1,0.196421952,17,3.470265788
1.038949296,C,Natural,T1,857,123,1,1.827569665,-0.788620369,0.055579935,0.000731311,1.710935246,1.827569665,0,1,1,1,-0.788620369,13,4.128284062
1.31308293,C,Natural,T2,857,123,1,2.083368305,-0.770285375,0.055579935,0.000697702,1.966733886,2.083368305,0,1,1,1,-0.770285375,13,3.470265788
1.323063801,C,Natural,T1,857,124,1,1.827569665,-0.504505864,0.055579935,0.000299295,1.710935246,1.827569665,0,1,1,1,-0.504505864,13,4.128284062
2.750436146,C,Natural,T2,857,124,1,2.083368305,0.667067841,0.055579935,0.000523247,1.966733886,2.083368305,0,1,1,1,0.667067841,13,3.470265788
0.256271412,C,Natural,T1,863,126,1,1.791458921,-1.535187509,0.056601037,0.002828363,1.710935246,1.791458921,0,1,1,1,-1.535187509,13,4.128284062
0.357423663,C,Natural,T2,863,126,1,2.047257561,-1.689833897,0.056601037,0.003426892,1.966733886,2.047257561,0,1,1,1,-1.689833897,13,3.470265788
0.693306566,C,Natural,T1,859,130,13,1.515025347,-0.821718781,0.057677673,0.000827626,1.710935246,1.515025347,0,1,1,1,-0.821718781,17,4.128284062
1.003758893,C,Natural,T2,859,130,13,1.770823987,-0.767065094,0.057677673,0.000721194,1.966733886,1.770823987,0,1,1,1,-0.767065094,17,3.470265788
0.394871963,D,Natural,T2,878,134,9,1.382308774,-0.98743681,0.117113777,0.002764368,1.164125186,1.382308774,0,1,1,1,-0.98743681,16,3.470265788
0.90444219,C,Natural,T1,877,138,5,1.440744009,-0.536301819,0.060177034,0.000369774,1.710935246,1.440744009,0,1,1,1,-0.536301819,14,4.128284062
1.603038856,C,Natural,T2,877,138,5,1.696542649,-0.093503793,0.060177034,1.12E-05,1.966733886,1.696542649,0,1,1,1,-0.093503793,14,3.470265788
2.424839798,C,Natural,T1,861,148,5,1.694910511,0.729929287,0.060177034,0.000684982,1.710935246,1.694910511,0,1,1,1,0.729929287,14,4.128284062
3.058374592,C,Natural,T2,861,148,5,1.950709151,1.107665441,0.060177034,0.001577374,1.966733886,1.950709151,0,1,1,1,1.107665441,14,3.470265788
0.307860494,C,Natural,T2,860,156,9,2.377909338,-2.070048843,0.059942584,0.005484874,1.966733886,2.377909338,0,1,1,1,-2.070048843,16,3.470265788
1.831195403,C,Natural,T1,890,161,13,1.569459898,0.261735506,0.057677673,8.40E-05,1.710935246,1.569459898,0,1,1,1,0.261735506,17,4.128284062
