frag.id,mass.g,temp.c,date,days,time.point,notes,light.level,genotype,big.tank,tank,Dry.Weigh.g,propD,dom,mix,mortality
109,2.668,23.949,Nov-29-2017,31,T1,,Natural,868,14,5,5.395386705746437,NA,D,NA,10
110,1.674,25.841,Oct-29-2017,0,T0,NA,Low Shade,868,13,2,3.3851071154019947,NA,D,NA,0
110,1.719,24.417,Nov-29-2017,31,T1,,Low Shade,868,13,2,3.4762238547276074,NA,D,NA,0
111,2.357,24.18,Nov-29-2017,31,T1,,Medium Shade,868,16,11,4.766437685085578,NA,D,NA,0
112,1.316,25.809,Oct-29-2017,0,T0,NA,High Shade,868,17,16,2.6611734760535435,0.5801811383236819,D,DC,0
112,1.318,26.223,Jan-8-2018,60,T2,NA,High Shade,868,17,16,2.665191222074255,NA,D,NA,0
112,1.319,24.126,Nov-29-2017,31,T1,,High Shade,868,17,16,2.667348103606714,NA,D,NA,0
113,2.254,24.953,Oct-29-2017,0,T0,NA,Natural,875,17,13,4.558061331451902,0,C,C,0
113,2.781,25.179,Jan-8-2018,60,T2,NA,Natural,875,17,13,5.623735385578624,0,C,C,0
113,2.42,24.62,Nov-29-2017,31,T1,,Natural,875,17,13,4.893787438029197,NA,C,NA,0
114,0.686,23.788,Nov-29-2017,31,T1,,Low Shade,875,14,6,1.3872749717975514,NA,C,NA,0
114,0.699,25.6,Jan-8-2018,60,T2,NA,Low Shade,875,14,6,1.413502756293386,0,C,C,0
114,0.684,25.943,Oct-29-2017,0,T0,NA,Low Shade,875,14,6,1.3831586474452315,0,C,C,0
115,3.474,25.881,Oct-29-2017,0,T0,NA,Medium Shade,875,13,4,7.02500046824468,0,C,C,0
115,3.526,24.331,Nov-29-2017,31,T1,,Medium Shade,875,13,4,7.130419251478562,NA,C,NA,0
115,3.533,25.739,Jan-8-2018,60,T2,NA,Medium Shade,875,13,4,7.144332636198535,0,C,C,0
116,2.021,25.38,Jan-8-2018,60,T2,NA,High Shade,875,16,12,4.086844366030465,0,C,C,0
116,2.014,23.555,Nov-29-2017,31,T1,,High Shade,875,16,12,4.072868021183296,NA,C,NA,0
116,1.993,24.946,Oct-29-2017,0,T0,NA,High Shade,875,16,12,4.030265201941499,NA,C,NA,0
117,1.907,24.447,Oct-29-2017,0,T0,NA,Natural,866,17,13,3.856401455628693,0,C,C,0
117,2.167,25.21,Jan-8-2018,60,T2,NA,Natural,866,17,13,4.382101934628731,0,C,C,0
117,2.011,24.74,Nov-29-2017,31,T1,,Natural,866,17,13,4.06668516426328,NA,C,NA,0
118,0.508,25.161,Jan-8-2018,60,T2,NA,Low Shade,866,13,2,1.0272775313125158,0,C,C,0
118,0.491,25.931,Oct-29-2017,0,T0,NA,Low Shade,866,13,2,0.9928817138641897,0,C,C,0
118,0.504,24.519,Nov-29-2017,31,T1,,Low Shade,866,13,2,1.0192044907625024,NA,C,NA,0
120,1.04,25.679,Jan-8-2018,60,T2,NA,Medium Shade,866,13,4,2.1030616143173058,0,C,C,0
120,1.037,24.359,Nov-29-2017,31,T1,,Medium Shade,866,13,4,2.097061763664964,NA,C,NA,0
120,1.038,25.836,Oct-29-2017,0,T0,NA,Medium Shade,866,13,4,2.0990093244531263,0,C,C,0
123,1.347,24.605,Nov-29-2017,31,T1,,Natural,857,13,1,2.7239396942860687,NA,C,NA,10
123,1.305,25.551,Oct-29-2017,0,T0,NA,Natural,857,13,1,2.6389460295854184,0,C,C,10
123,1.416,25.186,Jan-8-2018,60,T2,NA,Natural,857,13,1,2.863433284151957,NA,C,NA,10
124,2.032,24.622,Nov-29-2017,31,T1,,Natural,857,13,1,4.109163469063387,NA,C,NA,15
124,2.25,25.239,Jan-8-2018,60,T2,NA,Natural,857,13,1,4.549941146787575,0,C,C,15
124,1.952,25.873,Oct-29-2017,0,T0,NA,Natural,857,13,1,3.9472664241590834,0,C,C,20
126,2.288,23.655,Nov-29-2017,31,T1,,Natural,863,13,1,4.626961074154287,NA,C,NA,0
126,2.27,24.269,Oct-29-2017,0,T0,NA,Natural,863,13,1,4.5904923038952665,0,C,C,5
126,2.32,25.559,Jan-8-2018,60,T2,NA,Natural,863,13,1,4.691458703895992,0,C,C,20
127,1.603,25.595,Jan-8-2018,60,T2,NA,Low Shade,863,16,10,3.241552491131469,0,C,C,0
127,1.577,23.704,Nov-29-2017,31,T1,,Low Shade,863,16,10,3.18912106994664,NA,C,NA,0
127,1.564,26.3,Oct-29-2017,0,T0,NA,Low Shade,863,16,10,3.1626337902037394,0,C,C,5
128,2.072,24.213,Nov-29-2017,31,T1,,Medium Shade,863,17,15,4.190093778875419,NA,C,NA,0
128,2.063,24.266,Oct-29-2017,0,T0,NA,Medium Shade,863,17,15,4.171888240960726,0,C,C,0
128,2.086,26.525,Jan-8-2018,60,T2,NA,Medium Shade,863,17,15,4.2181702731462085,0,C,C,0
129,0.956,24.784,Nov-29-2017,31,T1,,High Shade,863,14,7,1.9332406252245253,NA,C,NA,NA
129,0.96,25.441,Jan-8-2018,60,T2,NA,High Shade,863,14,7,1.9412987757140754,0,C,C,0
129,0.954,24.714,Oct-29-2017,0,T0,NA,High Shade,863,14,7,1.9291994410472963,NA,C,NA,0
130,1.433,25.186,Jan-8-2018,60,T2,NA,Natural,859,17,13,2.897810661150957,0,C,C,0
130,1.379,24.698,Nov-29-2017,31,T1,,Natural,859,17,13,2.7886447110066204,NA,C,NA,0
130,1.35,25.146,Oct-29-2017,0,T0,NA,Natural,859,17,13,2.7299708038632993,0,C,C,0
131,3.954,24.757,Oct-29-2017,0,T0,NA,Low Shade,859,14,6,7.995856069752417,0,C,C,0
131,3.993,25.649,Jan-8-2018,60,T2,NA,Low Shade,859,14,6,8.074549130764515,0,C,C,0
131,3.967,23.852,Nov-29-2017,31,T1,,Low Shade,859,14,6,8.022319730054077,NA,C,NA,0
132,2.263,25.663,Jan-8-2018,60,T2,NA,Medium Shade,859,13,4,4.5761829499484445,0,C,C,20
132,2.248,25.204,Oct-29-2017,0,T0,NA,Medium Shade,859,13,4,4.5459005873714124,0,C,C,10
132,2.248,24.245,Nov-29-2017,31,T1,,Medium Shade,859,13,4,4.546005578070536,NA,C,NA,5
133,3.401,25.372,Jan-8-2018,60,T2,NA,High Shade,859,16,12,6.877466782610464,0,C,C,0
133,3.394,25.182,Oct-29-2017,0,T0,NA,High Shade,859,16,12,6.863342869229155,0,C,C,0
133,3.396,23.518,Nov-29-2017,31,T1,,High Shade,859,16,12,6.867662421603947,NA,C,NA,0
134,1.748,23.744,Nov-29-2017,31,T1,,Natural,878,16,9,3.534925975252938,NA,D,NA,0
134,1.775,25.634,Jan-8-2018,60,T2,NA,Natural,878,16,9,3.589363858502333,0.8559120088418236,D,DC,0
135,0.853,25.141,Jan-8-2018,60,T2,NA,Low Shade,878,13,2,1.724937315674157,NA,D,NA,80
135,0.854,24.443,Nov-29-2017,31,T1,,Low Shade,878,13,2,1.7269885476221056,NA,D,NA,45
136,0.511,24.741,Oct-29-2017,0,T0,NA,Medium Shade,878,14,8,1.0333545842328187,0.9560734673519744,D,DC,35
136,0.516,23.587,Nov-29-2017,31,T1,,Medium Shade,878,14,8,1.043494677406471,NA,D,NA,45
136,0.514,25.539,Jan-8-2018,60,T2,NA,Medium Shade,878,14,8,1.0394012654171954,NA,D,NA,55
137,1.139,24.048,Nov-29-2017,31,T1,50% dead 50% pale,High Shade,878,17,16,2.303347380669073,NA,D,NA,40
137,1.134,26.335,Jan-8-2018,60,T2,NA,High Shade,878,17,16,2.293109777884841,NA,D,NA,100
138,1.982,23.933,Nov-29-2017,31,T1,,Natural,877,14,5,4.008118654294797,NA,C,NA,0
138,2.106,25.674,Jan-8-2018,60,T2,NA,Natural,877,14,5,4.258700282052,0,C,C,0
138,1.928,25.121,Oct-29-2017,0,T0,NA,Natural,877,14,5,3.8988050958858036,0,C,C,0
139,1.69,25.08,Oct-29-2017,0,T0,NA,Low Shade,877,17,14,3.4175244394409736,0,C,C,5
139,1.71,24.429,Nov-29-2017,31,T1,,Low Shade,877,17,14,3.458022730641966,NA,C,NA,0
139,1.75,26.721,Jan-8-2018,60,T2,NA,Low Shade,877,17,14,3.53871673064674,0,C,C,0
140,1.279,23.66,Nov-29-2017,31,T1,,Medium Shade,877,16,11,2.5864871073597517,NA,C,NA,0
140,1.278,25.6,Jan-8-2018,60,T2,NA,Medium Shade,877,16,11,2.5843440951973498,NA,C,NA,0
140,1.27,25.101,Oct-29-2017,0,T0,NA,Medium Shade,877,16,11,2.5681975400228656,0,C,C,0
141,0.943,24.114,Nov-29-2017,31,T1,,High Shade,877,13,3,1.9069825537401786,NA,C,NA,0
141,0.941,25.713,Jan-8-2018,60,T2,NA,High Shade,877,13,3,1.902864767153674,0,C,C,0
141,0.943,25.641,Oct-29-2017,0,T0,NA,High Shade,877,13,3,1.9069124212367634,0,C,C,0
142,1.775,26.708,Jan-8-2018,60,T2,NA,Low Shade,UNKNOWN1,17,14,3.5892709516702546,0,C,C,0
142,1.726,24.408,Nov-29-2017,31,T1,,Low Shade,UNKNOWN1,17,14,3.4903802638246306,NA,C,NA,0
142,1.703,25.773,Oct-29-2017,0,T0,NA,Low Shade,UNKNOWN1,17,14,3.4437555934840627,NA,C,NA,0
144,0.715,25.053,Oct-29-2017,0,T0,NA,Medium Shade,UNKNOWN2,17,15,1.44587666470561,0,C,C,50
144,0.719,24.136,Nov-29-2017,31,T1,,Medium Shade,UNKNOWN2,17,15,1.4539975926981448,NA,C,NA,65
144,0.728,26.505,Jan-8-2018,60,T2,NA,Medium Shade,UNKNOWN2,17,15,1.4721138251687553,NA,C,NA,80
146,2.746,23.621,Nov-29-2017,31,T1,,Medium Shade,861,16,11,5.553166742734033,NA,C,NA,0
146,2.76,25.6,Jan-8-2018,60,T2,NA,Medium Shade,861,16,11,5.581212599956717,0,C,C,0
146,2.721,25.433,Oct-30-2017,1,T0,NA,Medium Shade,861,16,11,5.5023697779048195,0,C,C,0
147,1.615,24.46,Nov-29-2017,31,T1,,Low Shade,861,17,14,3.2659079188487308,NA,C,NA,0
147,1.658,26.733,Jan-8-2018,60,T2,NA,Low Shade,861,17,14,3.3526803669010907,0.01996426655464189,C,CD,0
147,1.61,25.284,Oct-30-2017,1,T0,NA,Low Shade,861,17,14,3.255732135730943,0,C,C,0
148,0.998,25.377,Oct-30-2017,1,T0,NA,Natural,861,14,5,2.0181449639166313,0,C,C,0
148,1.073,24.615,Nov-29-2017,31,T1,,Natural,861,14,5,2.169848988954078,NA,C,NA,0
148,1.201,25.175,Jan-8-2018,60,T2,NA,Natural,861,14,5,2.4286612185773073,NA,C,NA,0
149,1.084,25.283,Oct-30-2017,1,T0,NA,High Shade,861,13,3,2.192058211273457,0,C,C,0
149,1.086,24.044,Nov-29-2017,31,T1,,High Shade,861,13,3,2.1961681266801567,NA,C,NA,20
149,1.762,25.279,Jan-8-2018,60,T2,NA,High Shade,861,13,3,3.563106033617366,NA,C,NA,100
150,1.089,25.482,Jan-8-2018,60,T2,NA,Medium Shade,899,14,8,2.2021586234709893,0,C,C,0
150,1.082,25.5,Oct-30-2017,1,T0,NA,Medium Shade,899,14,8,2.1880023850261394,0,C,C,0
150,1.093,23.634,Nov-29-2017,31,T1,,Medium Shade,899,14,8,2.2103457212784225,NA,C,NA,NA
151,0.995,26.19,Jan-8-2018,60,T2,NA,High Shade,899,17,16,2.0120389795918183,NA,C,NA,20
151,0.994,25.432,Oct-30-2017,1,T0,NA,High Shade,899,17,16,2.01005354318376,0,C,C,0
151,0.995,24.015,Nov-29-2017,31,T1,,High Shade,899,17,16,2.0121443937739683,NA,C,NA,0
153,1.904,23.726,Nov-29-2017,31,T1,,Low Shade,899,16,10,3.8504015863854057,NA,C,NA,0
153,1.83,25.592,Oct-29-2017,0,T0,NA,Low Shade,899,16,10,3.700587328473869,0,C,C,0
153,2.078,25.599,Jan-8-2018,60,T2,NA,Low Shade,899,16,10,4.202086979037292,0,C,C,0
154,2.191,25.391,Oct-30-2017,1,T0,NA,Medium Shade,860,14,8,4.43061535530815,0,C,C,20
154,2.197,23.561,Nov-29-2017,31,T1,,Medium Shade,860,14,8,4.442944265315973,NA,C,NA,NA
154,2.213,25.555,Jan-8-2018,60,T2,NA,Medium Shade,860,14,8,4.475085824259454,NA,C,NA,25
155,1.891,26.715,Jan-8-2018,60,T2,NA,Low Shade,860,17,14,3.823836746045889,0,C,C,0
155,1.732,25.462,Oct-30-2017,1,T0,NA,Low Shade,860,17,14,3.502424769205733,0,C,C,5
155,1.781,24.448,Nov-29-2017,31,T1,,Low Shade,860,17,14,3.6015998044528157,NA,C,NA,0
156,3.191,25.654,Jan-8-2018,60,T2,NA,Natural,860,16,9,6.452763128527326,NA,C,NA,25
156,3.153,23.789,Nov-29-2017,31,T1,,Natural,860,16,9,6.376206823306744,NA,C,NA,10
156,2.096,25.481,Oct-30-2017,1,T0,NA,Natural,860,16,9,4.238498242422655,0,C,C,10
157,1.714,25.44,Oct-30-2017,1,T0,NA,High Shade,860,13,3,3.4660272726420502,0,C,C,5
157,1.729,25.723,Jan-8-2018,60,T2,NA,High Shade,860,13,3,3.496336227061617,0,C,C,50
157,1.71,24.201,Nov-29-2017,31,T1,,High Shade,860,13,3,3.458041714277205,NA,C,NA,15
158,1.156,25.978,Oct-29-2017,0,T0,NA,High Shade,890,16,12,2.3376170290208806,0,C,C,0
158,1.16,23.562,Nov-29-2017,31,T1,,High Shade,890,16,12,2.3458421591818843,NA,C,NA,0
158,1.159,25.383,Jan-8-2018,60,T2,NA,High Shade,890,16,12,2.343717109301075,0,C,C,0
159,1.908,25.936,Oct-29-2017,0,T0,NA,Medium Shade,890,13,4,3.8582852989732577,0,C,C,0
159,1.945,25.662,Jan-8-2018,60,T2,NA,Medium Shade,890,13,4,3.9331312647401067,0,C,C,0
159,1.94,24.291,Nov-29-2017,31,T1,,Medium Shade,890,13,4,3.92314993492582,NA,C,NA,0
160,1.693,23.803,Nov-29-2017,31,T1,,Low Shade,890,14,6,3.4236963254024086,NA,C,NA,0
160,1.647,24.763,Oct-29-2017,0,T0,NA,Low Shade,890,14,6,3.3305951046895848,0,C,C,0
160,1.752,25.675,Jan-8-2018,60,T2,NA,Low Shade,890,14,6,3.5428502917280373,0,C,C,0
161,1.563,25.267,Jan-8-2018,60,T2,NA,Natural,890,17,13,3.160690318073305,NA,C,NA,0
161,1.452,24.639,Nov-29-2017,31,T1,,Natural,890,17,13,2.936271119323215,NA,C,NA,0
161,1.374,24.58,Oct-29-2017,0,T0,NA,Natural,890,17,13,2.778541494551593,0,C,C,0
186,0.884,25.712,Jan-8-2018,60,T2,NA,Natural,881,14,5,1.7876009507917066,0,C,C,0
186,0.848,24.014,Nov-29-2017,31,T1,,Natural,881,14,5,1.7148728512540148,NA,C,NA,0
186,0.838,25.538,Oct-29-2017,0,T0,NA,Natural,881,14,5,1.6945880961186697,0,C,C,0
187,3.568,25.608,Oct-29-2017,0,T0,NA,High Shade,881,16,12,7.215131419662143,0.18546578123436896,C,CD,0
187,3.566,23.476,Nov-29-2017,31,T1,,High Shade,881,16,12,7.211457288267629,NA,C,NA,10
187,3.572,25.368,Jan-8-2018,60,T2,NA,High Shade,881,16,12,7.223261897905604,0.01168812401073104,C,CD,10
191,2.949,25.627,Jan-8-2018,60,T2,NA,Natural,872,16,9,5.963400452946508,0.0010612022680887,C,CD,0
191,2.686,23.743,Nov-29-2017,31,T1,,Natural,872,16,9,5.431814300958511,NA,C,NA,0
191,2.588,25.317,Oct-30-2017,1,T0,NA,Natural,872,16,9,5.233433583226866,0.00543298591476804,C,CD,0
192,2.278,25.309,Oct-30-2017,1,T0,NA,Medium Shade,872,17,15,4.606554868688344,0.01852660036899067,C,CD,0
192,2.296,24.127,Nov-29-2017,31,T1,,Medium Shade,872,17,15,4.643086503743584,NA,C,NA,0
192,2.308,26.61,Jan-8-2018,60,T2,NA,Medium Shade,872,17,15,4.667074325238639,NA,C,NA,0
195,1.601,25.164,Jan-8-2018,60,T2,NA,Low Shade,858,13,2,3.237541749566005,0,C,C,0
195,1.579,24.504,Nov-29-2017,31,T1,,Low Shade,858,13,2,3.1931041115197725,NA,C,NA,0
196,1.503,25.602,Jan-8-2018,60,T2,NA,Medium Shade,858,16,11,3.0393341063448296,0,C,C,NA
196,1.512,23.618,Nov-29-2017,31,T1,,Medium Shade,858,16,11,3.057679796538285,NA,C,NA,NA
196,1.507,25.304,Oct-30-2017,1,T0,NA,Medium Shade,858,16,11,3.0474446985462884,0,C,C,NA
198,1.317,24.623,Nov-29-2017,31,T1,,Natural,905,13,1,2.663271731512167,NA,C,NA,0
198,1.385,25.192,Jan-8-2018,60,T2,NA,Natural,905,13,1,2.80074472129899,0,C,C,0
198,1.259,25.855,Oct-29-2017,0,T0,NA,Natural,905,13,1,2.545907061251547,0,C,C,0
199,1.027,25.607,Jan-8-2018,60,T2,NA,Low Shade,905,16,10,2.076776946896463,0,C,C,0
199,1.017,26.003,Oct-29-2017,0,T0,NA,Low Shade,905,16,10,2.056535541732828,0,C,C,0
199,1.02,23.69,Nov-29-2017,31,T1,,Low Shade,905,16,10,2.0627169229622915,NA,C,NA,0
200,2.237,26.656,Jan-8-2018,60,T2,NA,Medium Shade,905,17,15,4.523498131873137,0,C,C,0
200,2.228,24.233,Nov-29-2017,31,T1,,Medium Shade,905,17,15,4.505561990339022,NA,C,NA,0
200,2.226,26.279,Oct-29-2017,0,T0,NA,Medium Shade,905,17,15,4.501295639569395,0,C,C,0
201,1.655,26.391,Oct-29-2017,0,T0,NA,High Shade,905,14,7,3.346641587180078,0,C,C,0
201,1.643,25.317,Jan-8-2018,60,T2,NA,High Shade,905,14,7,3.3224618922881533,NA,C,NA,100
201,1.655,24.769,Nov-29-2017,31,T1,,High Shade,905,14,7,3.346772375080683,NA,C,NA,NA
202,1.796,25.626,Jan-8-2018,60,T2,NA,Natural,895,16,9,3.631830271802449,0,C,C,0
202,1.701,23.762,Nov-29-2017,31,T1,,Natural,895,16,9,3.439877848210502,NA,C,NA,0
202,1.65,25.521,Oct-29-2017,0,T0,NA,Natural,895,16,9,3.336600839862674,0,C,C,0
203,2.687,26.435,Oct-29-2017,0,T0,NA,Low Shade,895,13,2,5.433484234248148,0,C,C,0
203,3.737,25.119,Jan-8-2018,60,T2,NA,Low Shade,895,13,2,7.556968540059023,0,C,C,0
203,3.712,24.42,Nov-29-2017,31,T1,,Low Shade,895,13,2,7.506539858418097,NA,C,NA,0
204,2.218,24.54,Oct-29-2017,0,T0,NA,Medium Shade,895,14,8,4.4853063836407046,0,C,C,0
204,2.225,23.697,Nov-29-2017,31,T1,,Medium Shade,895,14,8,4.499553314018073,NA,C,NA,0
204,2.23,25.549,Jan-8-2018,60,T2,NA,Medium Shade,895,14,8,4.509463547543121,0,C,C,0
205,2.856,25.58,Oct-29-2017,0,T0,NA,High Shade,895,17,16,5.775344516841548,0,C,C,0
205,2.82,26.297,Jan-8-2018,60,T2,NA,High Shade,895,17,16,5.702447527656794,NA,C,NA,15
205,2.817,24.003,Nov-29-2017,31,T1,,High Shade,895,17,16,5.696695874105101,NA,C,NA,0
206,1.995,24.935,Oct-29-2017,0,T0,NA,Natural,856,16,9,4.034310691467967,0,C,C,5
206,2.101,25.642,Jan-8-2018,60,T2,NA,Natural,856,16,9,4.248592683443076,NA,C,NA,20
206,2.022,23.872,Nov-29-2017,31,T1,,Natural,856,16,9,4.089015045282949,NA,C,NA,15
208,6.496,24.761,Oct-29-2017,0,T0,NA,Low Shade,856,14,6,13.136336880493905,0,C,C,10
208,6.517,23.796,Nov-29-2017,31,T1,,Low Shade,856,14,6,13.179109694177294,NA,C,NA,20
208,6.519,25.65,Jan-8-2018,60,T2,NA,Low Shade,856,14,6,13.182565618627013,NA,C,NA,80
210,1.507,26.415,Oct-29-2017,0,T0,NA,Natural,879,14,5,3.0473631144039874,0,C,C,0
210,1.638,25.701,Jan-8-2018,60,T2,NA,Natural,879,14,5,3.312320286734621,0,C,C,0
210,1.559,23.943,Nov-29-2017,31,T1,,Natural,879,14,5,3.1527020574186584,NA,C,NA,0
212,1.915,25.659,Jan-8-2018,60,T2,NA,Medium Shade,879,13,4,3.8724662809314565,0,C,C,0
212,1.902,24.386,Nov-29-2017,31,T1,,Medium Shade,879,13,4,3.8462959319419037,NA,C,NA,0
212,1.894,26.419,Oct-29-2017,0,T0,NA,Medium Shade,879,13,4,3.8299304460514683,0,C,C,0
213,1.188,26.366,Oct-29-2017,0,T0,NA,High Shade,879,16,12,2.402303686605829,0,C,C,0
213,1.175,26.285,Jan-8-2018,60,T2,NA,High Shade,879,16,12,2.376020490400798,NA,C,NA,55
213,1.161,24,Nov-29-2017,31,T1,,High Shade,879,16,12,2.3478396831733086,NA,C,NA,50
218,1.908,24.081,Nov-29-2017,31,T1,,High Shade,888,13,3,3.8584576916816906,NA,C,NA,0
218,1.914,25.742,Jan-8-2018,60,T2,NA,High Shade,888,13,3,3.8704363649086715,0,C,C,0
218,1.906,25.816,Oct-29-2017,0,T0,NA,High Shade,888,13,3,3.854252119915207,0,C,C,0
219,2.368,24.233,Nov-29-2017,31,T1,,Medium Shade,888,17,15,4.788676298529085,NA,C,NA,0
219,2.401,26.572,Jan-8-2018,60,T2,NA,Medium Shade,888,17,15,4.85513679358741,NA,C,NA,0
219,2.341,24.242,Oct-29-2017,0,T0,NA,Medium Shade,888,17,15,4.734074656118642,0,C,C,0
220,2.393,23.722,Nov-29-2017,31,T1,,Low Shade,888,16,10,4.8392919555459875,NA,C,NA,0
220,2.366,26.44,Oct-29-2017,0,T0,NA,Low Shade,888,16,10,4.784377427935936,0,C,C,0
220,2.408,25.627,Jan-8-2018,60,T2,NA,Low Shade,888,16,10,4.869402607899353,NA,C,NA,0
221,2.148,23.905,Nov-29-2017,31,T1,,Natural,888,14,5,4.343816686438786,NA,C,NA,NA
221,2.202,25.689,Jan-8-2018,60,T2,NA,Natural,888,14,5,4.452827460493542,NA,C,NA,0
221,2.123,24.288,Oct-29-2017,0,T0,NA,Natural,888,14,5,4.29322057394782,NA,C,NA,0
222,3.456,25.283,Jan-8-2018,60,T2,NA,Natural,903,17,13,6.988702193875523,0,C,C,0
222,3.254,25.963,Oct-29-2017,0,T0,NA,Natural,903,17,13,6.580111212828176,0,C,C,0
222,3.312,24.564,Nov-29-2017,31,T1,,Natural,903,17,13,6.697622253014318,NA,C,NA,0
223,1.958,24.43,Oct-29-2017,0,T0,NA,Low Shade,903,14,6,3.959537043018514,0,C,C,0
223,1.984,25.613,Jan-8-2018,60,T2,NA,Low Shade,903,14,6,4.0120008442027695,0,C,C,0
223,1.977,23.676,Nov-29-2017,31,T1,,Low Shade,903,14,6,3.9980320891090595,NA,C,NA,0
224,2.868,24.387,Nov-29-2017,31,T1,,Medium Shade,903,13,4,5.799777322394278,NA,C,NA,0
224,2.881,25.677,Jan-8-2018,60,T2,NA,Medium Shade,903,13,4,5.825885387330329,NA,C,NA,0
224,2.856,25.582,Oct-29-2017,0,T0,NA,Medium Shade,903,13,4,5.775344238545449,0,C,C,0
225,1.228,25.38,Jan-8-2018,60,T2,NA,High Shade,903,16,12,2.483248333243647,NA,C,NA,0
225,1.215,23.439,Nov-29-2017,31,T1,,High Shade,903,16,12,2.4570747076781405,NA,C,NA,0
225,1.21,24.325,Oct-29-2017,0,T0,NA,High Shade,903,16,12,2.4469111006028013,NA,C,NA,0
229,1.752,24.478,Oct-29-2017,0,T0,NA,High Shade,902,14,7,3.5429524419646237,NA,C,NA,0
229,1.751,24.81,Nov-29-2017,31,T1,,High Shade,902,14,7,3.5409018986355183,NA,C,NA,NA
229,1.751,25.287,Jan-8-2018,60,T2,NA,High Shade,902,14,7,3.5408612159457293,0,C,C,0
230,1.178,24.622,Nov-29-2017,31,T1,,Natural,891,13,1,2.3821823654314316,NA,C,NA,0
230,1.117,25.037,Oct-29-2017,0,T0,NA,Natural,891,13,1,2.2588039956590604,NA,C,NA,0
230,1.302,25.207,Jan-8-2018,60,T2,NA,Natural,891,13,1,2.63290130650802,0,C,C,0
232,2.532,25.411,Jan-8-2018,60,T2,NA,High Shade,891,14,7,5.120179221534004,0,C,C,0
232,2.535,24.827,Nov-29-2017,31,T1,,High Shade,891,14,7,5.126317897168598,NA,C,NA,NA
232,2.522,25.135,Oct-29-2017,0,T0,NA,High Shade,891,14,7,5.099991253069279,NA,C,NA,0
233,2.085,24.361,Nov-29-2017,31,T1,,Medium Shade,891,17,15,4.2163679524425435,NA,C,NA,0
233,2.091,26.62,Jan-8-2018,60,T2,NA,Medium Shade,891,17,15,4.228271257180851,0,C,C,0
233,2.067,25.004,Oct-29-2017,0,T0,NA,Medium Shade,891,17,15,4.17990292762951,NA,C,NA,0
234,6.382,26.003,Oct-29-2017,0,T0,NA,High Shade,855,17,16,12.90541772599696,0,C,C,5
234,6.41,25.368,Jan-8-2018,60,T2,NA,High Shade,855,17,16,12.962236496521536,0,C,C,15
234,6.403,23.488,Nov-29-2017,31,T1,,High Shade,855,17,16,12.948667325029259,NA,C,NA,5
235,1.458,25.664,Oct-29-2017,0,T0,NA,Medium Shade,855,16,11,2.948331674884933,0,C,C,NA
235,1.46,23.649,Nov-29-2017,31,T1,,Medium Shade,855,16,11,2.9525192936426263,NA,C,NA,NA
235,1.468,25.608,Jan-8-2018,60,T2,NA,Medium Shade,855,16,11,2.9685574338744463,0,C,C,NA
236,2.746,25.178,Jan-8-2018,60,T2,NA,Low Shade,855,13,2,5.5529585547614575,0,C,C,10
236,2.68,25.232,Oct-29-2017,0,T0,NA,Low Shade,855,13,2,5.4194863686966395,NA,C,NA,5
236,2.703,24.532,Nov-29-2017,31,T1,,Low Shade,855,13,2,5.466089039924507,NA,C,NA,0
237,5.368,25.75,Jan-8-2018,60,T2,NA,Natural,855,14,5,10.855014839010376,0,C,C,0
237,4.99,23.969,Nov-29-2017,31,T1,,Natural,855,14,5,10.09106697870148,NA,C,NA,NA
237,4.825,24.739,Oct-29-2017,0,T0,NA,Natural,855,14,5,9.757213520696732,0,C,C,5
238,3.092,25.251,Jan-8-2018,60,T2,NA,Natural,892,13,1,6.252628426262265,0,C,C,0
238,2.615,25.563,Oct-29-2017,0,T0,NA,Natural,892,13,1,5.28800143464224,NA,C,NA,0
238,2.814,24.649,Nov-29-2017,31,T1,,Natural,892,13,1,5.690540592269677,NA,C,NA,0
240,1.84,25.918,Oct-29-2017,0,T0,NA,Low Shade,892,16,10,3.7207798896638042,NA,C,NA,0
240,1.862,23.674,Nov-29-2017,31,T1,,Low Shade,892,16,10,3.7654709703025313,NA,C,NA,0
240,1.881,25.588,Jan-8-2018,60,T2,NA,Low Shade,892,16,10,3.803718817323538,0,C,C,0
241,2.527,25.578,Oct-29-2017,0,T0,NA,Medium Shade,892,14,8,5.110047723148509,0,C,C,0
241,2.537,23.594,Nov-29-2017,31,T1,,Medium Shade,892,14,8,5.130514632853632,NA,C,NA,0
241,2.543,25.557,Jan-8-2018,60,T2,NA,Medium Shade,892,14,8,5.142405197796993,0,C,C,0
242,1.162,23.823,Nov-29-2017,31,T1,,Natural,885,14,5,2.34987195205481,NA,C,NA,5
242,1.094,25.243,Oct-30-2017,1,T0,NA,Natural,885,14,5,2.212282282202613,0,C,C,0
242,1.256,25.738,Jan-8-2018,60,T2,NA,Natural,885,14,5,2.539847723543836,0,C,C,5
243,1.284,24.524,Nov-29-2017,31,T1,,Low Shade,885,17,14,2.5965444614576443,NA,C,NA,0
243,1.205,25.463,Oct-30-2017,1,T0,NA,Low Shade,885,17,14,2.436733109246276,0,C,C,0
243,1.394,26.697,Jan-8-2018,60,T2,NA,Low Shade,885,17,14,2.8188422723659725,0,C,C,0
244,1.85,25.249,Oct-30-2017,1,T0,NA,Medium Shade,885,16,11,3.7410618194972978,0,C,C,0
